value,count,prop,class,col
2,183824,86.43,Trees,darkgreen
1,23448,11.02,Water,blue
11,4530,2.13,Rangeland,green
7,688,0.32,Built Area,red
4,171,0.08,Flooded vegetation,lightgreen
8,27,0.01,Bare ground,burlywood
