SARA_ID,WSCSSDA_ID
SARA_1201,05BA
SARA_1204,05BB
SARA_1207,05AA
SARA_1209,05AA
SARA_1212,05AA
SARA_1213,05BC
SARA_1215,05BA
SARA_1216,05BC
SARA_1223,05AA
SARA_1225,05BA
SARA_1226,05AB
SARA_1229,05BC
SARA_1231,05BL
SARA_1240,05BA
SARA_1246,05AA
SARA_1248,05AA
SARA_1251,05AA
SARA_1254,05BB
SARA_1267,05AA
SARA_1271,05BC
SARA_1272,05BC
SARA_1276,05BB
SARA_1282,05BC
SARA_1293,05BC
SARA_1294,05BC
SARA_1297,05BC
SARA_1298,05AA
SARA_1299,05BB
SARA_1303,05AA
SARA_1307,05BA
SARA_1308,05BC
SARA_1312,05BL
SARA_1313,05BL
SARA_1316,05AA
SARA_1324,05BD
SARA_1327,05AA
SARA_1339,05BC
SARA_1340,05AA
SARA_1346,05BC
SARA_1348,05BA
SARA_1350,05AB
SARA_1354,05BA
SARA_1355,05BA
SARA_1356,05BC
SARA_1357,05AA
SARA_1360,05AA
SARA_1369,05AA
SARA_1374,05AA
SARA_1380,05AA
SARA_1392,05BC
SARA_1393,05AA
SARA_1403,05BC
SARA_1405,05AB
SARA_1405,05BL
SARA_1407,05AA
SARA_1414,05BC
SARA_1418,05BC
SARA_1420,05AB
SARA_1422,05AA
SARA_124,207
SARA_161,207
SARA_13,02GC
SARA_161,02GC
SARA_27,08GB
SARA_28,08GB
SARA_29,08GB
SARA_30,08GB
SARA_52,02PG
SARA_66,02GB
SARA_67,02GB
SARA_68,08HF
SARA_69,08HF
SARA_90,08HA
SARA_90,08HB
SARA_91,08HB
SARA_99,207
SARA_99,02GC
SARA_102,02FF
SARA_163,02FF
SARA_103,02GG
SARA_166,02GG
SARA_133,02GG
SARA_136,02GG
SARA_134,02GG
SARA_137,02GG
SARA_135,02GE
SARA_190,02YR
SARA_1214,05BG
SARA_1169,05BL
SARA_1170,05AA
SARA_1171,05AA
SARA_1173,05BL
SARA_1177,05BL
SARA_1178,05AA
SARA_1179,05AA
SARA_1180,05AA
SARA_1181,05BL
SARA_1183,05BL
SARA_1186,05BJ
SARA_1187,05BL
SARA_1189,05BD
SARA_1192,05AA
SARA_1193,05AA
SARA_1194,05AA
SARA_1195,05AA
SARA_1196,05BJ
SARA_1198,05BL
SARA_1199,05BF
SARA_1200,05AA
SARA_1202,05AA
SARA_1203,05BJ
SARA_1205,05BG
SARA_1206,05AA
SARA_1413,05BG
SARA_1208,05AA
SARA_1210,05BL
SARA_1211,05AA
SARA_1275,05BB
SARA_1277,05AA
SARA_1278,05AA
SARA_1279,05AA
SARA_1280,05BG
SARA_1281,05BL
SARA_1283,05AA
SARA_1284,05BG
SARA_1284,05CA
SARA_1285,05AA
SARA_1285,05BL
SARA_1286,05BG
SARA_1287,05BH
SARA_1288,05AA
SARA_1289,05AA
SARA_1290,05AA
SARA_1291,05AA
SARA_1292,05BG
SARA_1295,05BG
SARA_1296,05AA
SARA_1300,05AA
SARA_1301,05AA
SARA_1302,05AA
SARA_1304,05AA
SARA_1305,05BL
SARA_1306,05AA
SARA_1363,05AA
SARA_1309,05AA
SARA_1309,05BL
SARA_1310,05AA
SARA_1311,05BL
SARA_1314,05BJ
SARA_1315,05BL
SARA_1317,05BJ
SARA_1318,05AA
SARA_1319,05BL
SARA_1320,05AA
SARA_1321,05BL
SARA_1322,05AA
SARA_1323,05BD
SARA_1325,05AA
SARA_1326,05AA
SARA_1328,05BL
SARA_1329,05BJ
SARA_1330,05AA
SARA_1331,05AA
SARA_1332,05AA
SARA_1333,05AA
SARA_1334,05AA
SARA_1335,05AA
SARA_1336,05AA
SARA_1337,05AA
SARA_1424,05AA
SARA_1338,05AA
SARA_941,05BB
SARA_942,05BB
SARA_1341,05BD
SARA_1342,05AA
SARA_1343,05BB
SARA_1344,05AA
SARA_1345,05BJ
SARA_1394,05BD
SARA_1218,05AA
SARA_1232,05AA
SARA_1235,05AA
SARA_1239,05AA
SARA_1250,05AA
SARA_1255,05AA
SARA_1269,05AA
SARA_1358,05AA
SARA_1371,05AA
SARA_1379,05AA
SARA_1384,05AA
SARA_1387,05AA
SARA_1388,05AA
SARA_1391,05AA
SARA_1399,05AA
SARA_1402,05AA
SARA_1406,05AA
SARA_1233,05AA
SARA_1234,05AA
SARA_1234,05BL
SARA_1256,05AA
SARA_1257,05AA
SARA_1261,05AA
SARA_1266,05AA
SARA_1274,05AA
SARA_1274,05AB
SARA_1350,05AA
SARA_1351,05AA
SARA_1359,05AA
SARA_1359,05AB
SARA_1364,05AA
SARA_1364,05BL
SARA_1365,05AA
SARA_1373,05AA
SARA_1373,05AB
SARA_1376,05AA
SARA_1383,05AA
SARA_1386,05AA
SARA_1389,05AA
SARA_1390,05AA
SARA_1395,05AA
SARA_1402,05AB
SARA_1219,05AA
SARA_1221,05AA
SARA_1241,05AA
SARA_1245,05AA
SARA_1263,05AA
SARA_1268,05AA
SARA_1361,05AA
SARA_1397,05AA
SARA_1401,05AA
SARA_1409,05AA
SARA_1410,05AA
SARA_1411,05AA
SARA_1247,05AA
SARA_1385,05AA
SARA_1353,05BA
SARA_1243,05BB
SARA_1252,05BB
SARA_1253,05BB
SARA_1396,05BB
SARA_1220,05BD
SARA_1230,05BD
SARA_1377,05BD
SARA_1378,05BD
SARA_1238,05BF
SARA_1238,05BJ
SARA_1244,05BG
SARA_1258,05BG
SARA_1262,05BG
SARA_1262,05CA
SARA_1264,05BG
SARA_1270,05BG
SARA_1270,05CA
SARA_1273,05BG
SARA_1347,05BG
SARA_1400,05BG
SARA_1400,05CB
SARA_1259,05BH
SARA_1265,05BH
SARA_1227,05BJ
SARA_1236,05BJ
SARA_1242,05BJ
SARA_1367,05BJ
SARA_1370,05BJ
SARA_1382,05BJ
SARA_1398,05BJ
SARA_1222,05BL
SARA_1228,05BL
SARA_1237,05BL
SARA_1263,05BL
SARA_1349,05BL
SARA_1362,05BL
SARA_1368,05BL
SARA_1375,05BL
SARA_1404,05AA
SARA_1404,05BL
SARA_1408,05BL
SARA_1366,05BL
SARA_1217,05BL
SARA_1224,05BL
SARA_1249,05BL
SARA_1260,05BL
SARA_1352,05BL
SARA_1372,05BJ
SARA_1372,05BL
SARA_1381,05BL
SARA_1073,05DC
SARA_1412,05AA
SARA_1415,05AA
SARA_1416,05BB
SARA_1417,05AA
SARA_1417,05AB
SARA_1419,05BL
SARA_1421,05AA
SARA_1423,05BL
SARA_156,02GA
SARA_181,02GB
SARA_174,02GD
SARA_171,02GG
SARA_172,02GG
SARA_175,02GG
SARA_176,02GG
SARA_178,02GG
SARA_182,02GG
SARA_183,02GG
SARA_170,02GE
SARA_1138,02PH
SARA_124,02GC
SARA_206,02GC
SARA_167,02GE
SARA_155,02GG
