value,count,prop,class,col
2,190723,65.66,Trees,darkgreen
4,40084,13.8,Flooded vegetation,lightgreen
11,36712,12.64,Rangeland,green
1,22091,7.6,Water,blue
7,664,0.23,Built Area,red
8,144,0.05,Bare ground,burlywood
5,72,0.02,Crops,yellow
