value,count,prop,class,col
2,72788,33.98,Trees,darkgreen
5,53324,24.9,Crops,yellow
1,50712,23.68,Water,blue
7,20306,9.48,Built Area,red
11,12079,5.64,Rangeland,green
4,4674,2.18,Flooded vegetation,lightgreen
8,296,0.14,Bare ground,burlywood
