value,count,prop,class,col
2,374776,80.57,Trees,darkgreen
11,47761,10.27,Rangeland,green
7,24288,5.22,Built Area,red
1,13035,2.8,Water,blue
5,3931,0.85,Crops,yellow
8,1156,0.25,Bare ground,burlywood
4,134,0.03,Flooded vegetation,lightgreen
9,88,0.02,Snow/Ice,black
