,FederalSit,Property_N,Site_Name_,CurrentSit,ClassType,ClassEN,Location_E,DOB_Identi,DOB_Name_E,Involvemen,Involvem_1,PropertyTy,Property_1,Contaminan,Contamin_1,Contaminat,Management,Additional,Action_EN,NonFedOwne,NonFedOw_1,EstCubicMe,EstHectare,EstTonsCon,Population,Populati_1,Populati_2,Populati_3,Populati_4,Province_C,Province_N,Census_Sub,Census_S_1,Federal_El,Federal__1,Country_Co,Country_Na,Latitude,Longitude,Created,Modified,FCSILink_E,mi_prinx,PRV_WSHD_I,NHN_TWS_ID
2398,4971,0,392 - Muskowekwan - 06579 - MUSKOWEKWAN INDIAN RESERVE NO. 85 - 0602517905,S,NA,NA,NA,ISC,Indigenous Services Canada,6,A reserve as defined in the Indian Act,C,Canada Lands,NA,NA,Fuel Related Practices,NA,NA,NA,0,NA,0,0,0,20,320,754,2893,9386,47,Saskatchewan,822,Muskowekwan 85,8,Regina--Qu'Appelle,CA,Canada,51.316896,-104.069919,8/22/2006,8/22/2006,https://www.tbs-sct.gc.ca/fcsi-rscf/fsi-isf/00004971-eng.aspx,3317,NA,05JK
2399,4972,0,378 - Carry The Kettle - 06563 - ASSINIBOINE 76 / 0602518005,C,NA,NA,NA,ISC,Indigenous Services Canada,6,A reserve as defined in the Indian Act,C,Canada Lands,NA,NA,NA,Other,NA,NA,0,NA,0,0,0,8,211,518,5089,14114,47,Saskatchewan,810,Assiniboine 76,13,Souris--Moose Mountain,CA,Canada,50.345931,-103.518376,8/22/2006,8/22/2006,https://www.tbs-sct.gc.ca/fcsi-rscf/fsi-isf/00004972-eng.aspx,3318,NA,05JL
2400,4974,0,367 - Keeseekoose - 06551 - KEESEEKOOSE 66 / 0602518205,C,NA,NA,NA,ISC,Indigenous Services Canada,6,A reserve as defined in the Indian Act,C,Canada Lands,NA,NA,NA,Other,NA,NA,0,NA,0,0,0,16,415,1153,4855,11653,47,Saskatchewan,820,Keeseekoose 66,14,Yorkton--Melville,CA,Canada,51.682891,-101.952274,8/22/2006,8/22/2006,https://www.tbs-sct.gc.ca/fcsi-rscf/fsi-isf/00004974-eng.aspx,3320,NA,05MC
2401,4975,0,384 - Peepeekisis Cree Nation No.81 - 06570 - PEEPEEKISIS 81 / 0602518305,C,NA,NA,NA,ISC,Indigenous Services Canada,6,A reserve as defined in the Indian Act,C,Canada Lands,NA,NA,NA,Other,NA,NA,0,NA,0,0,0,14,330,773,3533,19855,47,Saskatchewan,816,Peepeekisis 81,8,Regina--Qu'Appelle,CA,Canada,50.876051,-103.421888,8/22/2006,8/22/2006,https://www.tbs-sct.gc.ca/fcsi-rscf/fsi-isf/00004975-eng.aspx,3321,NA,05JL
2402,4977,0,348 - Sweetgrass - 06488 - SWEET GRASS 113 / 0602518505,C,NA,NA,NA,ISC,Indigenous Services Canada,6,A reserve as defined in the Indian Act,C,Canada Lands,NA,NA,NA,Other,NA,NA,0,NA,0,0,0,12,296,696,4405,32428,47,Saskatchewan,833,Sweet Grass 113,1,Battlefords--Lloydminster,CA,Canada,52.791706,-108.689179,8/22/2006,8/22/2006,https://www.tbs-sct.gc.ca/fcsi-rscf/fsi-isf/00004977-eng.aspx,3323,NA,05FF
2403,4979,0,344 - Onion Lake Cree Nation - 06482 - MAKAOO INDIAN RESERVE NO. 120 - 0602518705,S,NA,NA,NA,ISC,Indigenous Services Canada,6,A reserve as defined in the Indian Act,C,Canada Lands,NA,NA,Fuel Related Practices,Assessment,NA,NA,0,NA,0,0,0,18,701,2135,5375,49016,48,Alberta,805,Makaoo (Part) 120,25,Lakeland,CA,Canada,53.674732,-110.037738,8/22/2006,8/22/2006,https://www.tbs-sct.gc.ca/fcsi-rscf/fsi-isf/00004979-eng.aspx,3325,AB-11040301,05EF
2404,4980,0,345 - Poundmaker - 06484 - POUNDMAKER 114 / 0602518805,C,NA,NA,NA,ISC,Indigenous Services Canada,6,A reserve as defined in the Indian Act,C,Canada Lands,NA,NA,NA,Other,NA,NA,0,NA,0,0,0,21,459,826,3514,32488,47,Saskatchewan,835,Poundmaker 114,1,Battlefords--Lloydminster,CA,Canada,52.845736,-108.943399,8/22/2006,8/22/2006,https://www.tbs-sct.gc.ca/fcsi-rscf/fsi-isf/00004980-eng.aspx,3326,NA,05FF
2405,4981,0,395 - Flying Dust First Nation - 06584 - FLYING DUST FIRST NATION 105 / 0602518905,C,NA,NA,NA,ISC,Indigenous Services Canada,6,A reserve as defined in the Indian Act,C,Canada Lands,NA,NA,NA,Other,NA,NA,0,NA,0,0,0,49,3803,6047,6971,10589,47,Saskatchewan,805,Flying Dust First Nation 105 (Meadow Lake 105),3,Desnethé--Missinippi--Churchill River,CA,Canada,54.164455,-108.405831,8/22/2006,8/22/2006,https://www.tbs-sct.gc.ca/fcsi-rscf/fsi-isf/00004981-eng.aspx,3327,NA,06AD
2406,4984,0,350 - Cumberland House Cree Nation - 06495 - CUMBERLAND HOUSE CREE NATION 20 / 0602519205,C,NA,NA,NA,ISC,Indigenous Services Canada,6,A reserve as defined in the Indian Act,C,Canada Lands,NA,NA,NA,Other,NA,NA,0,NA,0,0,0,151,1308,1503,1503,2001,47,Saskatchewan,801,Cumberland House Cree Nation 20,3,Desnethé--Missinippi--Churchill River,CA,Canada,53.933779,-102.239654,8/22/2006,8/22/2006,https://www.tbs-sct.gc.ca/fcsi-rscf/fsi-isf/00004984-eng.aspx,3330,NA,05KH
2407,4985,0,377 - Kinistin Saulteaux Nation - 06561 - KINISTIN 91 / 0602519305,C,NA,NA,NA,ISC,Indigenous Services Canada,6,A reserve as defined in the Indian Act,C,Canada Lands,NA,NA,NA,Other,NA,NA,0,NA,0,0,0,27,336,527,1990,18674,47,Saskatchewan,842,Kinistin 91,14,Yorkton--Melville,CA,Canada,52.612724,-104.201116,8/22/2006,8/22/2006,https://www.tbs-sct.gc.ca/fcsi-rscf/fsi-isf/00004985-eng.aspx,3331,NA,05LA
2408,4986,0,357 - Shoal Lake Cree Nation - 06535 - SHOAL LAKE 28A / 0602519405,C,NA,NA,NA,ISC,Indigenous Services Canada,6,A reserve as defined in the Indian Act,C,Canada Lands,NA,NA,NA,Other,NA,NA,0,NA,0,0,0,85,414,423,1603,1871,47,Saskatchewan,839,Shoal Lake 28A,3,Desnethé--Missinippi--Churchill River,CA,Canada,53.484829,-102.637014,8/22/2006,8/22/2006,https://www.tbs-sct.gc.ca/fcsi-rscf/fsi-isf/00004986-eng.aspx,3332,NA,05KC
2409,4987,0,355 - Peter Ballantyne Cree Nation - 06530 - SOUTHEND 200 / 0602519505,C,NA,NA,NA,ISC,Indigenous Services Canada,6,A reserve as defined in the Indian Act,C,Canada Lands,NA,NA,NA,Other,NA,NA,0,NA,0,0,0,0,912,1044,1044,1111,47,Saskatchewan,822,Southend 200,3,Desnethé--Missinippi--Churchill River,CA,Canada,56.290865,-103.200453,8/22/2006,8/22/2006,https://www.tbs-sct.gc.ca/fcsi-rscf/fsi-isf/00004987-eng.aspx,3333,NA,06DB
2410,4989,0,402 - Waterhen Lake - 06603 - WATERHEN 130 - 0602519705,S,NA,NA,NA,ISC,Indigenous Services Canada,6,A reserve as defined in the Indian Act,C,Canada Lands,NA,NA,Fuel Related Practices,NA,NA,NA,0,NA,0,0,0,44,310,780,1209,8856,47,Saskatchewan,806,Waterhen 130,3,Desnethé--Missinippi--Churchill River,CA,Canada,54.51468,-108.285265,8/22/2006,8/22/2006,https://www.tbs-sct.gc.ca/fcsi-rscf/fsi-isf/00004989-eng.aspx,3335,NA,06AF
2411,4990,0,402 - Waterhen Lake - 06603 - WATERHEN 130 / 0602519805,C,NA,NA,NA,ISC,Indigenous Services Canada,6,A reserve as defined in the Indian Act,C,Canada Lands,NA,NA,NA,Other,NA,NA,0,NA,0,0,0,44,310,780,1209,8856,47,Saskatchewan,806,Waterhen 130,3,Desnethé--Missinippi--Churchill River,CA,Canada,54.51465,-108.285275,8/22/2006,8/22/2006,https://www.tbs-sct.gc.ca/fcsi-rscf/fsi-isf/00004990-eng.aspx,3336,NA,06AF
2412,4994,0,394 - Canoe Lake Cree First Nation - 06581 - CANOE LAKE 165 / 0602520205,C,NA,NA,NA,ISC,Indigenous Services Canada,6,A reserve as defined in the Indian Act,C,Canada Lands,NA,NA,NA,Other,NA,NA,0,NA,0,0,0,91,769,1260,1260,3369,47,Saskatchewan,817,Canoe Lake 165,3,Desnethé--Missinippi--Churchill River,CA,Canada,55.115222,-108.205539,8/22/2006,8/22/2006,https://www.tbs-sct.gc.ca/fcsi-rscf/fsi-isf/00004994-eng.aspx,3340,NA,06BB
2413,4997,0,351 - Fond du Lac - 06501 - FOND DU LAC 227 / 0602520505,C,NA,NA,NA,ISC,Indigenous Services Canada,6,A reserve as defined in the Indian Act,C,Canada Lands,NA,NA,NA,Other,NA,NA,0,NA,0,0,0,24,351,755,949,949,47,Saskatchewan,824,Fond du Lac 227,3,Desnethé--Missinippi--Churchill River,CA,Canada,59.351941,-107.071112,8/22/2006,8/22/2006,https://www.tbs-sct.gc.ca/fcsi-rscf/fsi-isf/00004997-eng.aspx,3343,NA,07LE
2414,4998,0,405 - Pelican Lake - 06609 - CHITEK LAKE 191 / 0602520605,C,NA,NA,NA,ISC,Indigenous Services Canada,6,A reserve as defined in the Indian Act,C,Canada Lands,NA,NA,NA,Other,NA,NA,0,NA,0,0,0,71,737,1104,2097,7704,47,Saskatchewan,863,Chitek Lake 191,3,Desnethé--Missinippi--Churchill River,CA,Canada,53.700749,-107.738339,8/22/2006,8/22/2006,https://www.tbs-sct.gc.ca/fcsi-rscf/fsi-isf/00004998-eng.aspx,3344,NA,06AD
2415,5000,0,355 - Peter Ballantyne Cree Nation - 06528 - PELICAN NARROWS 184B / 0602520805,C,NA,NA,NA,ISC,Indigenous Services Canada,6,A reserve as defined in the Indian Act,C,Canada Lands,NA,NA,NA,Other,NA,NA,0,NA,0,0,0,172,2499,2499,2499,3582,47,Saskatchewan,90,"Division No. 18, Unorganized",3,Desnethé--Missinippi--Churchill River,CA,Canada,55.161741,-102.910359,8/22/2006,8/22/2006,https://www.tbs-sct.gc.ca/fcsi-rscf/fsi-isf/00005000-eng.aspx,3346,NA,05KG
2416,5001,0,355 - Peter Ballantyne Cree Nation - 06528 - PELICAN NARROWS 184B / 0602520905,C,NA,NA,NA,ISC,Indigenous Services Canada,6,A reserve as defined in the Indian Act,C,Canada Lands,NA,NA,NA,Other,NA,NA,0,NA,0,0,0,172,2499,2499,2499,3582,47,Saskatchewan,90,"Division No. 18, Unorganized",3,Desnethé--Missinippi--Churchill River,CA,Canada,55.161741,-102.910369,8/22/2006,8/22/2006,https://www.tbs-sct.gc.ca/fcsi-rscf/fsi-isf/00005001-eng.aspx,3347,NA,05KG
2417,5003,0,353 - Lac La Ronge - 06511 - LAC LA RONGE 156 / 0602521105,C,NA,NA,NA,ISC,Indigenous Services Canada,6,A reserve as defined in the Indian Act,C,Canada Lands,NA,NA,NA,Other,NA,NA,0,NA,0,0,0,553,5567,6931,7212,8167,47,Saskatchewan,809,Lac La Ronge 156,3,Desnethé--Missinippi--Churchill River,CA,Canada,55.070161,-105.308726,8/22/2006,8/22/2006,https://www.tbs-sct.gc.ca/fcsi-rscf/fsi-isf/00005003-eng.aspx,3349,NA,06CB
2418,5004,0,353 - Lac La Ronge - 06522 - SUCKER RIVER 156C / 0602521205,C,NA,NA,NA,ISC,Indigenous Services Canada,6,A reserve as defined in the Indian Act,C,Canada Lands,NA,NA,NA,Other,NA,NA,0,NA,0,0,0,370,416,416,5928,10071,47,Saskatchewan,90,"Division No. 18, Unorganized",3,Desnethé--Missinippi--Churchill River,CA,Canada,55.281883,-105.173333,8/22/2006,8/22/2006,https://www.tbs-sct.gc.ca/fcsi-rscf/fsi-isf/00005004-eng.aspx,3350,NA,06CB
2419,5005,0,374 - Mistawasis - 06558 - MISTAWASIS 103 / 0602521305,C,NA,NA,NA,ISC,Indigenous Services Canada,6,A reserve as defined in the Indian Act,C,Canada Lands,NA,NA,NA,Other,NA,NA,0,NA,0,0,0,17,347,845,3703,12849,47,Saskatchewan,855,Mistawasis 103,3,Desnethé--Missinippi--Churchill River,CA,Canada,53.162934,-106.837858,8/22/2006,8/22/2006,https://www.tbs-sct.gc.ca/fcsi-rscf/fsi-isf/00005005-eng.aspx,3351,NA,05GF
2420,5006,0,355 - Peter Ballantyne Cree Nation - 06528 - PELICAN NARROWS 184B / 0602521405,C,NA,NA,NA,ISC,Indigenous Services Canada,6,A reserve as defined in the Indian Act,C,Canada Lands,NA,NA,NA,Other,NA,NA,0,NA,0,0,0,172,2499,2499,2499,3582,47,Saskatchewan,90,"Division No. 18, Unorganized",3,Desnethé--Missinippi--Churchill River,CA,Canada,55.161741,-102.910389,8/22/2006,8/22/2006,https://www.tbs-sct.gc.ca/fcsi-rscf/fsi-isf/00005006-eng.aspx,3352,NA,05KG
2421,5008,0,344 - Onion Lake Cree Nation - 06482 - MAKAOO INDIAN RESERVE NO. 120 - 0602521605,S,NA,NA,NA,ISC,Indigenous Services Canada,6,A reserve as defined in the Indian Act,C,Canada Lands,NA,NA,Fuel Related Practices,Assessment,NA,NA,0,NA,0,0,0,18,701,2135,5375,49016,48,Alberta,805,Makaoo (Part) 120,25,Lakeland,CA,Canada,53.674732,-110.037748,8/22/2006,8/22/2006,https://www.tbs-sct.gc.ca/fcsi-rscf/fsi-isf/00005008-eng.aspx,3354,AB-11040301,05EF
2422,5010,0,394 - Canoe Lake Cree First Nation - 06581 - CANOE LAKE 165 / 0602521805,C,NA,NA,NA,ISC,Indigenous Services Canada,6,A reserve as defined in the Indian Act,C,Canada Lands,NA,NA,NA,Other,NA,NA,0,NA,0,0,0,90,769,1260,1260,3369,47,Saskatchewan,817,Canoe Lake 165,3,Desnethé--Missinippi--Churchill River,CA,Canada,55.115222,-108.205549,8/22/2006,8/22/2006,https://www.tbs-sct.gc.ca/fcsi-rscf/fsi-isf/00005010-eng.aspx,3356,NA,06BB
2423,5011,0,403 - Birch Narrows First Nation - 06605 - TURNOR LAKE 193B / 0602521905,C,NA,NA,NA,ISC,Indigenous Services Canada,6,A reserve as defined in the Indian Act,C,Canada Lands,NA,NA,NA,Other,NA,NA,0,NA,0,0,0,434,625,625,625,3662,47,Saskatchewan,819,Turnor Lake 193B,3,Desnethé--Missinippi--Churchill River,CA,Canada,56.466547,-108.685567,8/22/2006,8/22/2006,https://www.tbs-sct.gc.ca/fcsi-rscf/fsi-isf/00005011-eng.aspx,3357,NA,06BA
2424,5014,0,401 - Clearwater River Dene - 06601 - CLEARWATER RIVER DENE 222 / 0602522205,C,NA,NA,NA,ISC,Indigenous Services Canada,6,A reserve as defined in the Indian Act,C,Canada Lands,NA,NA,NA,Other,NA,NA,0,NA,0,0,0,84,1996,3192,3192,3901,47,Saskatchewan,839,Clearwater River Dene 222,3,Desnethé--Missinippi--Churchill River,CA,Canada,56.536698,-109.460583,8/22/2006,8/22/2006,https://www.tbs-sct.gc.ca/fcsi-rscf/fsi-isf/00005014-eng.aspx,3360,NA,06BA
2425,5015,0,353 - Lac La Ronge - 06511 - LAC LA RONGE 156 / 0602522305,C,NA,NA,NA,ISC,Indigenous Services Canada,6,A reserve as defined in the Indian Act,C,Canada Lands,NA,NA,NA,Other,NA,NA,0,NA,0,0,0,553,5566,6931,7211,8167,47,Saskatchewan,809,Lac La Ronge 156,3,Desnethé--Missinippi--Churchill River,CA,Canada,55.070151,-105.308726,8/22/2006,8/22/2006,https://www.tbs-sct.gc.ca/fcsi-rscf/fsi-isf/00005015-eng.aspx,3361,NA,06CB
2426,5016,0,352 - Hatchet Lake - 06504 - LAC LA HACHE 220 / 0602522405,C,NA,NA,NA,ISC,Indigenous Services Canada,6,A reserve as defined in the Indian Act,C,Canada Lands,NA,NA,NA,Other,NA,NA,0,NA,0,0,0,37,703,1524,2493,2493,47,Saskatchewan,832,Lac La Hache 220,3,Desnethé--Missinippi--Churchill River,CA,Canada,58.128608,-103.076127,8/22/2006,8/22/2006,https://www.tbs-sct.gc.ca/fcsi-rscf/fsi-isf/00005016-eng.aspx,3362,NA,06DA
2427,5030,0,504 - Dease River - 09112 - DEASE RIVER INDIAN RESERVE NO. 1 - 0802523805,C,NA,NA,NA,ISC,Indigenous Services Canada,6,A reserve as defined in the Indian Act,C,Canada Lands,NA,NA,NA,Additional assessment,NA,NA,0,NA,50,0,0,0,0,0,0,0,59,British Columbia,22,Stikine Region,28,Skeena--Bulkley Valley,CA,Canada,59.285971,-129.288608,8/22/2006,8/22/2006,https://www.tbs-sct.gc.ca/fcsi-rscf/fsi-isf/00005030-eng.aspx,3364,BC_130,10AC
2428,5044,0,501 - Taku River Tlingit - 08420 - FIVE MILE POINT NO. 3 - 0802525205,C,NA,NA,NA,ISC,Indigenous Services Canada,6,A reserve as defined in the Indian Act,C,Canada Lands,NA,NA,NA,Care and Maintenance,NA,NA,0,NA,50,0,0,42,130,317,488,536,59,British Columbia,803,Five Mile Point  3,28,Skeena--Bulkley Valley,CA,Canada,59.488992,-133.64589,8/22/2006,8/22/2006,https://www.tbs-sct.gc.ca/fcsi-rscf/fsi-isf/00005044-eng.aspx,3366,BC_3,09AA
2429,5048,0,504 - Dease River - 09112 - DEASE RIVER INDIAN RESERVE NO. 1 - 0802525605,C,NA,NA,NA,ISC,Indigenous Services Canada,6,A reserve as defined in the Indian Act,C,Canada Lands,NA,NA,NA,Additional assessment,NA,NA,0,NA,0,0,0,0,0,0,0,0,59,British Columbia,22,Stikine Region,28,Skeena--Bulkley Valley,CA,Canada,59.285981,-129.288598,8/22/2006,8/22/2006,https://www.tbs-sct.gc.ca/fcsi-rscf/fsi-isf/00005048-eng.aspx,3367,BC_130,10AC
2430,5049,0,466 - Kehewin Cree Nation - 06717 - KEHEWIN 123 - 0702525705,A,1,High Priority for Action,NA,ISC,Indigenous Services Canada,6,A reserve as defined in the Indian Act,C,Canada Lands,"BTEXs (benzene, toluene, ethylbenzene, and xylene), PHCs (petroleum hydrocarbons)","Groundwater, Soil",Fuel Related Practices,Assessment,NA,NA,0,NA,17000,0,0,38,754,1529,17552,37197,48,Alberta,811,Kehewin 123,25,Lakeland,CA,Canada,54.114858,-110.856411,8/22/2006,8/22/2006,https://www.tbs-sct.gc.ca/fcsi-rscf/fsi-isf/00005049-eng.aspx,3368,AB-12020102,06AC
2431,5050,0,435 - Blood - 06645 - BLOOD 148 - 0702525805,S,NA,NA,NA,ISC,Indigenous Services Canada,6,A reserve as defined in the Indian Act,C,Canada Lands,NA,NA,Fuel Related Practices,Other,NA,NA,0,NA,0,0,0,12,398,1682,9954,68541,48,Alberta,802,Blood 148,27,Medicine Hat--Cardston--Warner,CA,Canada,49.3494,-113.298051,8/22/2006,8/22/2006,https://www.tbs-sct.gc.ca/fcsi-rscf/fsi-isf/00005050-eng.aspx,3369,AB-04010302,05AD
2432,5051,0,441 - Paul - 06653 - WABAMUN 133A / 0702525905,C,NA,NA,NA,ISC,Indigenous Services Canada,6,A reserve as defined in the Indian Act,C,Canada Lands,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,70,1504,4054,22169,145717,48,Alberta,806,Wabamun 133A,34,Yellowhead,CA,Canada,53.512068,-114.434818,8/22/2006,8/22/2006,https://www.tbs-sct.gc.ca/fcsi-rscf/fsi-isf/00005051-eng.aspx,3370,AB-11020104,05DE
2433,5052,0,465 - Frog Lake - 06715 - UNIPOUHEOS 121 / 0702526005,C,NA,NA,NA,ISC,Indigenous Services Canada,6,A reserve as defined in the Indian Act,C,Canada Lands,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,30,554,1146,3082,18240,48,Alberta,802,Unipouheos 121,25,Lakeland,CA,Canada,53.847181,-110.340176,8/22/2006,8/22/2006,https://www.tbs-sct.gc.ca/fcsi-rscf/fsi-isf/00005052-eng.aspx,3371,AB-11040104,05ED
2434,5054,0,23 - Eskasoni - 06043 - ESKASONI 3 / 0202526205,C,NA,NA,NA,ISC,Indigenous Services Canada,6,A reserve as defined in the Indian Act,C,Canada Lands,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,45,2907,4204,10751,121265,12,Nova Scotia,20,Eskasoni 3,10,Sydney--Victoria,CA,Canada,45.964426,-60.616471,8/22/2006,8/22/2006,https://www.tbs-sct.gc.ca/fcsi-rscf/fsi-isf/00005054-eng.aspx,3373,NA,01FG
2435,5055,0,23 - Eskasoni - 06043 - ESKASONI 3 - 0202526305,S,NA,NA,NA,ISC,Indigenous Services Canada,6,A reserve as defined in the Indian Act,C,Canada Lands,NA,NA,Fuel Related Practices,Other,NA,NA,0,NA,0,0,0,45,2907,4204,10751,121262,12,Nova Scotia,20,Eskasoni 3,10,Sydney--Victoria,CA,Canada,45.964426,-60.616481,8/22/2006,8/22/2006,https://www.tbs-sct.gc.ca/fcsi-rscf/fsi-isf/00005055-eng.aspx,3374,NA,01FG
2436,5056,0,23 - Eskasoni - 06043 - ESKASONI 3 - 0202526405,S,NA,NA,NA,ISC,Indigenous Services Canada,6,A reserve as defined in the Indian Act,C,Canada Lands,NA,NA,Fuel Related Practices,Other,NA,NA,0,NA,0,0,0,45,2908,4204,10752,121260,12,Nova Scotia,20,Eskasoni 3,10,Sydney--Victoria,CA,Canada,45.964426,-60.616491,8/22/2006,8/22/2006,https://www.tbs-sct.gc.ca/fcsi-rscf/fsi-isf/00005056-eng.aspx,3375,NA,01FG
2437,5058,0,430 - Siksika Nation - 06636 - SIKSIKA 146 - 0702526605,C,3,Low Priority for Action,NA,ISC,Indigenous Services Canada,6,A reserve as defined in the Indian Act,C,Canada Lands,PHCs (petroleum hydrocarbons),Soil,Fuel Related Practices,Assessment,NA,NA,0,NA,40,0,0,139,1393,2393,6190,37974,48,Alberta,802,Siksika 146,3,Bow River,CA,Canada,50.863225,-113.057211,8/22/2006,8/22/2006,https://www.tbs-sct.gc.ca/fcsi-rscf/fsi-isf/00005058-eng.aspx,3377,AB-04020901,05BM
2438,5059,0,440 - Enoch Cree Nation #440 - 06652 - ENOCH CREE NATION 135 - 0702526705,A,N,Not a Priority for Action,NA,ISC,Indigenous Services Canada,6,A reserve as defined in the Indian Act,C,Canada Lands,PHCs (petroleum hydrocarbons),Soil,Fuel Related Practices,Remediation,NA,NA,0,NA,6000,0,0,167,3929,106225,955862,1326583,48,Alberta,804,Stony Plain 135,33,Sturgeon River--Parkland,CA,Canada,53.497023,-113.763403,8/22/2006,8/22/2006,https://www.tbs-sct.gc.ca/fcsi-rscf/fsi-isf/00005059-eng.aspx,3378,AB-11020201,05DF
2439,5060,0,430 - Siksika Nation - 06636 - SIKSIKA 146 / 0702526805,C,NA,NA,NA,ISC,Indigenous Services Canada,6,A reserve as defined in the Indian Act,C,Canada Lands,NA,NA,NA,NA,NA,NA,0,NA,6000,0,0,17,431,1894,5552,33637,48,Alberta,802,Siksika 146,3,Bow River,CA,Canada,50.794352,-112.987067,8/22/2006,8/22/2006,https://www.tbs-sct.gc.ca/fcsi-rscf/fsi-isf/00005060-eng.aspx,3379,AB-04020901,05BM
2440,5061,0,435 - Blood - 06645 - BLOOD 148 / 0702526905,C,NA,NA,NA,ISC,Indigenous Services Canada,6,A reserve as defined in the Indian Act,C,Canada Lands,NA,NA,NA,NA,NA,NA,0,NA,6000,0,0,3,137,743,7674,134106,48,Alberta,802,Blood 148,27,Medicine Hat--Cardston--Warner,CA,Canada,49.44035,-113.152096,8/22/2006,8/22/2006,https://www.tbs-sct.gc.ca/fcsi-rscf/fsi-isf/00005061-eng.aspx,3380,AB-04010401,05AE
2441,5063,0,404 - Big River - 06607 - BIG RIVER 118 / 0602527105,C,NA,NA,NA,ISC,Indigenous Services Canada,6,A reserve as defined in the Indian Act,C,Canada Lands,NA,NA,NA,Other,NA,NA,0,NA,0,0,0,27,768,1757,3148,11069,47,Saskatchewan,858,Big River 118,3,Desnethé--Missinippi--Churchill River,CA,Canada,53.604129,-107.133047,8/22/2006,8/22/2006,https://www.tbs-sct.gc.ca/fcsi-rscf/fsi-isf/00005063-eng.aspx,3382,NA,06AE
2442,5065,0,353 - Lac La Ronge - 06509 - GRANDMOTHER'S BAY 219 / 0602527305,C,NA,NA,NA,ISC,Indigenous Services Canada,6,A reserve as defined in the Indian Act,C,Canada Lands,NA,NA,NA,Other,NA,NA,0,NA,0,0,0,21,230,376,2216,2565,47,Saskatchewan,831,Grandmother's Bay 219,3,Desnethé--Missinippi--Churchill River,CA,Canada,55.607899,-104.632118,8/22/2006,8/22/2006,https://www.tbs-sct.gc.ca/fcsi-rscf/fsi-isf/00005065-eng.aspx,3384,NA,06CD
2443,5066,0,405 - Pelican Lake - 06609 - CHITEK LAKE 191 / 0602527405,C,NA,NA,NA,ISC,Indigenous Services Canada,6,A reserve as defined in the Indian Act,C,Canada Lands,NA,NA,NA,Other,NA,NA,0,NA,0,0,0,71,737,1104,2097,7704,47,Saskatchewan,863,Chitek Lake 191,3,Desnethé--Missinippi--Churchill River,CA,Canada,53.700749,-107.738349,8/22/2006,8/22/2006,https://www.tbs-sct.gc.ca/fcsi-rscf/fsi-isf/00005066-eng.aspx,3385,NA,06AD
2444,5068,0,435 - Blood - 06645 - BLOOD 148 / 0702527605,C,NA,NA,NA,ISC,Indigenous Services Canada,6,A reserve as defined in the Indian Act,C,Canada Lands,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,3,137,744,7675,134099,48,Alberta,802,Blood 148,27,Medicine Hat--Cardston--Warner,CA,Canada,49.44033,-113.152096,8/22/2006,8/22/2006,https://www.tbs-sct.gc.ca/fcsi-rscf/fsi-isf/00005068-eng.aspx,3387,AB-04010401,05AE
2445,5071,0,466 - Kehewin Cree Nation - 06717 - KEHEWIN 123 / 0702527905,C,NA,NA,NA,ISC,Indigenous Services Canada,6,A reserve as defined in the Indian Act,C,Canada Lands,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,37,828,1497,17051,37188,48,Alberta,811,Kehewin 123,25,Lakeland,CA,Canada,54.089754,-110.824895,8/22/2006,8/22/2006,https://www.tbs-sct.gc.ca/fcsi-rscf/fsi-isf/00005071-eng.aspx,3389,AB-12020102,06AC
2446,5073,0,464 - Cold Lake First Nations - 06712 - COLD LAKE 149 / 0702528105,C,NA,NA,NA,ISC,Indigenous Services Canada,6,A reserve as defined in the Indian Act,C,Canada Lands,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,15,363,1318,22189,43490,48,Alberta,810,Cold Lake 149,23,Fort McMurray--Cold Lake,CA,Canada,54.29719,-110.317098,8/22/2006,8/22/2006,https://www.tbs-sct.gc.ca/fcsi-rscf/fsi-isf/00005073-eng.aspx,3390,AB-12020201,06AD
2447,5074,0,443 - Ermineskin Tribe - 06657 - ERMINESKIN 138 / 0702528205,C,NA,NA,NA,ISC,Indigenous Services Canada,6,A reserve as defined in the Indian Act,C,Canada Lands,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,73,1478,9036,33823,123953,48,Alberta,801,Ermineskin 138,30,Red Deer--Lacombe,CA,Canada,52.88712,-113.450438,8/22/2006,8/22/2006,https://www.tbs-sct.gc.ca/fcsi-rscf/fsi-isf/00005074-eng.aspx,3391,AB-09010103,05FA
2448,5075,0,435 - Blood - 06645 - BLOOD 148 / 0702528305,C,NA,NA,NA,ISC,Indigenous Services Canada,6,A reserve as defined in the Indian Act,C,Canada Lands,NA,NA,NA,NA,NA,NA,0,NA,6000,0,0,3,137,744,7675,134101,48,Alberta,802,Blood 148,27,Medicine Hat--Cardston--Warner,CA,Canada,49.44033,-113.152086,8/22/2006,8/22/2006,https://www.tbs-sct.gc.ca/fcsi-rscf/fsi-isf/00005075-eng.aspx,3392,AB-04010401,05AE
