value,count,prop,class,col
2,307270,86.97,Trees,darkgreen
1,38233,10.82,Water,blue
11,7007,1.98,Rangeland,green
8,718,0.2,Bare ground,burlywood
4,57,0.02,Flooded vegetation,lightgreen
9,35,0.01,Snow/Ice,black
