Site_ID,Latitude,Longitude,WSCSSDA,PRPWSHID,WQI,WQI_category
1,42.03204214,-82.83151386,02GH,NA,32.11072056413779,Poor
2,42.03252989,-82.56499711,02GH,NA,19.125797004345714,Poor
3,42.05544151,-82.50461511,02GH,NA,39.57487772643188,Poor
4,42.06681089,-82.46573323,02GH,NA,40.552127805209054,Poor
5,42.08045514,-82.48914098,02GH,NA,27.36971304896265,Poor
6,42.15905964,-83.01879548,02GH,ON-02GHA03,29.41647428476726,Poor
7,42.19263914,-82.51680573,02GE,ON-02GE-08,40.30784225588205,Poor
8,42.24355614,-82.61438286,02GG,ON-02GGB11,37.87956084916861,Poor
9,42.24458189,-83.07082048,02GH,ON-02GHA02,27.311062397887,Poor
10,42.32507451,-82.33001348,02GE,ON-02GE-01,54.417809364987185,Marginal
11,42.35543939,-82.32007686,02GE,ON-02GE-01,38.4509406856352,Poor
12,42.35582826,-82.32051836,02GE,ON-02GE-01,NA,NA
13,42.38328064,-82.09484398,02GE,ON-02GE-02,40.16118503419689,Poor
14,42.51391626,-82.07167161,02GE,ON-02GE-03,40.35964998855698,Poor
15,42.51777839,-81.63326711,02GF,NA,39.956836429127904,Poor
16,42.54024949,-81.96321847,02GE,ON-02GE-03,51.771120624699336,Marginal
17,42.59179026,-82.38763173,02GG,ON-02GGB02,40.20407904193454,Poor
18,42.59179039,-82.38763186,02GG,ON-02GGB02,NA,NA
19,42.59450739,-80.48562086,02GC,ON-02GC-03,NA,NA
20,42.61026751,-80.51489698,02GC,ON-02GC-03,NA,NA
21,42.63064389,-81.77004198,02GE,ON-02GE-04,55.47874195511164,Marginal
22,42.63216426,-81.49352811,02GF,NA,33.688699411608056,Poor
23,42.64895876,-80.80702948,02GC,ON-02GC-06,NA,NA
24,42.65068239,-82.00877086,02GG,ON-02GGB02,61.10326366229734,Marginal
25,42.65337501,-80.54849923,02GC,ON-02GC-03,52.26663405606912,Marginal
26,42.67528676,-80.95296561,02GC,NA,NA,NA
27,42.67557389,-81.03765061,02GC,ON-02GC-08,NA,NA
28,42.68582701,-80.53842473,02GC,ON-02GC-03,40.33462934788626,Poor
29,42.69273176,-81.21758436,02GC,ON-02GC-09,39.13881414266277,Poor
30,42.70747901,-81.19759173,02GC,ON-02GC-09,40.60403422447952,Poor
31,42.71094901,-80.84016061,02GC,ON-02GC-06,49.796677411852336,Marginal
32,42.71793864,-81.66988373,02GE,ON-02GE-05,41.3842556884597,Poor
33,42.73153714,-81.57772073,02GE,ON-02GE-05,39.123945851069735,Poor
34,42.76407739,-82.34158173,02GG,ON-02GGB06,41.22951625681264,Poor
35,42.77555051,-81.04292436,02GC,ON-02GC-08,NA,NA
36,42.77903976,-80.47588386,02GC,ON-02GC-04,39.79935855287344,Poor
37,42.78694901,-82.17194086,02GG,ON-02GGB07,38.8873754955436,Poor
38,42.78717564,-81.26732786,02GC,ON-02GC-09,38.673296641571895,Poor
39,42.79065439,-81.07701198,02GC,ON-02GC-08,NA,NA
40,42.79831676,-80.21357611,02GC,ON-02GC-02,NA,NA
41,42.80632046,-81.8470147,02GG,ON-02GGB05,NA,NA
42,42.80944139,-79.96881148,02GC,NA,NA,NA
43,42.80999326,-80.07650586,02GC,ON-02GC-01,39.7298140164773,Poor
44,42.81367439,-81.17260573,02GC,ON-02GC-09,37.58878564468256,Poor
45,42.81906664,-79.98814786,02GC,NA,NA,NA
46,42.82338026,-80.28892861,02GC,ON-02GC-02,39.497868792113394,Poor
47,42.82378326,-79.99373973,02GC,NA,NA,NA
48,42.82528351,-79.98436336,02GC,NA,NA,NA
49,42.83087764,-81.85140986,02GG,ON-02GGB05,49.692647191995995,Marginal
50,42.83520639,-80.36721761,02GC,ON-02GC-02,42.01820518898551,Poor
51,42.85389851,-80.50353248,02GC,ON-02GC-04,NA,NA
52,42.86419764,-82.16923398,02GG,ON-02GGB06,39.51674969806376,Poor
53,42.90026526,-79.61984636,02GB,ON-02GB-01,35.21140161052851,Poor
54,42.90527544,-81.27149592,02GE,ON-02GE-09,NA,NA
55,42.91242614,-82.45154536,02GG,ON-02GGA01,NA,NA
56,42.91414551,-81.31366036,02GE,ON-02GE-09,35.53439792293496,Poor
57,42.93126914,-81.66791098,02GG,ON-02GGB09,48.06527985398963,Marginal
58,42.93289214,-80.66202373,02GC,ON-02GC-07,39.031474112509066,Poor
59,42.93474951,-81.42151298,02GE,ON-02GE-07,35.47061454997507,Poor
60,42.93796101,-81.44090948,02GE,ON-02GE-07,42.18642329673688,Poor
61,42.96305914,-81.40696673,02GE,ON-02GE-07,NA,NA
62,42.96335064,-79.02196436,02HA,ON-02HA-01,70.92477992680634,Fair
63,42.96592451,-80.54252573,02GC,ON-02GC-07,38.56897488766844,Poor
64,42.96867226,-81.15017261,02GD,ON-02GD-03,NA,NA
65,42.97203639,-79.31766686,02HA,ON-02HA-02,42.081709753261364,Poor
66,42.97333726,-80.95212698,02GD,ON-02GD-05,NA,NA
67,42.97574489,-81.05508961,02GD,ON-02GD-03,NA,NA
68,42.97589126,-81.59343411,02GG,ON-02GGB09,39.45117575859299,Poor
69,42.98062532,-79.5623277,02HA,ON-02HA-02,55.39943370892523,Marginal
70,42.98725914,-80.44485811,02GC,ON-02GC-05,40.46353284122251,Poor
71,42.98867889,-80.95678548,02GD,ON-02GD-05,NA,NA
72,42.99450364,-81.11663423,02GD,ON-02GD-03,NA,NA
73,43.01356621,-81.27997014,02GD,ON-02GD-01,NA,NA
74,43.01864126,-80.92690923,02GD,ON-02GD-05,NA,NA
75,43.01985176,-79.99975111,02GB,ON-02GB-07,NA,NA
76,43.02132544,-79.61770976,02HA,ON-02HA-02,55.82493483773424,Marginal
77,43.02192501,-79.94893423,02GB,ON-02GB-07,48.046153106399274,Marginal
78,43.02192951,-79.89199848,02GB,ON-02GB-02,45.347014720700244,Marginal
79,43.02232064,-81.25200786,02GD,ON-02GD-01,NA,NA
80,43.02365039,-79.91485911,02GB,ON-02GB-06,52.39101489713222,Marginal
81,43.02862239,-79.21112836,02HA,ON-02HA-02,41.29606339124594,Poor
82,43.03141939,-80.99848748,02GD,ON-02GD-08,37.60013839974838,Poor
83,43.03394364,-79.95006048,02GB,ON-02GB-06,47.00793115251741,Marginal
84,43.04171664,-81.18229186,02GD,ON-02GD-02,NA,NA
85,43.04192389,-81.19470748,02GD,ON-02GD-01,NA,NA
86,43.04337426,-80.81909398,02GD,ON-02GD-06,NA,NA
87,43.04628726,-79.12305311,02HA,ON-02HA-02,NA,NA
88,43.06689576,-81.68054298,02FF,ON-02FF-03,NA,NA
89,43.06899897,-81.00099601,02GD,ON-02GD-08,NA,NA
90,43.06936101,-80.73438323,02GD,ON-02GD-06,NA,NA
91,43.06949739,-81.15827111,02GD,ON-02GD-02,NA,NA
92,43.07236764,-81.66025798,02FF,ON-02FF-03,49.33024699693375,Marginal
93,43.07876689,-79.51261461,02HA,ON-029A-01,NA,NA
94,43.08730964,-79.29167323,02HA,ON-02HA-03,41.63584893304037,Poor
95,43.08750789,-79.29199661,02HA,ON-02HA-03,53.341022682091364,Marginal
96,43.09604739,-80.03048623,02GB,ON-02GB-08,51.65726712316658,Marginal
97,43.09624414,-81.16853661,02GD,ON-02GD-02,NA,NA
98,43.09956539,-80.24046036,02GB,ON-02GB-03,59.51036361547154,Marginal
99,43.10974339,-80.24491061,02GB,ON-02GB-03,46.61391300579148,Marginal
100,43.11499764,-79.27483361,02HA,ON-02HA-03,41.472922870714875,Poor
101,43.11560596,-79.56650923,02HA,ON-029A-01,56.15602981573614,Marginal
102,43.12609589,-80.38370323,02GB,ON-02GB-04,48.924508791727575,Marginal
103,43.12633764,-80.77928186,02GD,ON-02GD-06,35.849417588590796,Poor
104,43.12741876,-80.77084186,02GD,ON-02GD-06,38.254656045486115,Poor
105,43.13345214,-79.25094861,02HA,ON-02HA-03,76.83113792484589,Fair
106,43.13348326,-79.38363582,02HA,ON-029A-01,68.3313589928267,Fair
107,43.14481876,-80.76696536,02GD,ON-02GD-06,NA,NA
108,43.14789951,-79.22257498,02HA,ON-02HA-03,53.23672860163936,Marginal
109,43.14896826,-80.17155086,02GB,ON-02GB-05,34.88324492125186,Poor
110,43.15201751,-79.37448548,02HA,ON-029A-01,51.99345714558491,Marginal
111,43.16011901,-79.26031873,02HA,ON-02HA-03,65.21773177711543,Fair
112,43.16391371,-81.63167591,02FF,ON-02FF-08,74.8032675849589,Fair
113,43.16653189,-81.18986186,02GD,ON-02GD-02,NA,NA
114,43.18090601,-81.44766011,02FF,ON-02FF-05,39.20885998726626,Poor
115,43.18501314,-81.72901586,02FF,ON-02FF-08,38.302517377661175,Poor
116,43.18532864,-81.85668398,02FF,ON-02FF-01,38.27788239086265,Poor
117,43.19220801,-80.38291848,02GA,ON-02GA-05,48.85083643932432,Marginal
118,43.19331251,-81.81385686,02FF,ON-02FF-01,49.58161904882709,Marginal
119,43.20004851,-79.55697698,02HA,NA,55.12884335808202,Marginal
120,43.20034451,-79.82013348,02HB,ON-02HB-01,35.74195922588255,Poor
121,43.20139039,-79.26580248,02HA,ON-02HA-03,42.09959370042125,Poor
122,43.21543364,-80.69161523,02GD,ON-02GD-09,NA,NA
123,43.21670701,-79.21235823,02HA,ON-02HA-03,65.21007375765491,Fair
124,43.21698353,-81.21962851,02GD,ON-02GD-12,NA,NA
125,43.22063426,-81.23680886,02GD,ON-02GD-12,NA,NA
126,43.22507314,-79.75125473,02HA,NA,40.28931834021031,Poor
127,43.23087339,-80.24248148,02GB,ON-02GB-05,42.67373433097309,Poor
128,43.23246039,-79.78474873,02HB,ON-02HB-01,39.089557335273845,Poor
129,43.23744164,-81.77378486,02FF,ON-02FF-06,NA,NA
130,43.23914339,-81.17016261,02GD,ON-02GD-02,NA,NA
131,43.25235764,-80.98515886,02GD,ON-02GD-10,NA,NA
132,43.25323889,-79.12593486,02HA,NA,55.717529307533844,Marginal
133,43.26519314,-79.96422961,02HB,ON-02HB-01,40.62583502998629,Poor
134,43.26643989,-81.08411186,02GD,ON-02GD-10,38.52488051565129,Poor
135,43.27485814,-80.47478311,02GA,ON-02GA-05,52.91725712846392,Marginal
136,43.27880964,-81.16672448,02GD,ON-02GD-04,NA,NA
137,43.27897714,-80.34338873,02GA,ON-02GA-01,35.396198133500064,Poor
138,43.28300414,-80.05308886,02HB,ON-02HB-01,51.85487888993973,Marginal
139,43.28490076,-81.17250548,02GD,ON-02GD-04,NA,NA
140,43.28712501,-81.16860411,02GD,ON-02GD-04,NA,NA
141,43.30128051,-79.86886936,02HB,ON-02HB-01,39.51697543822221,Poor
142,43.30582189,-80.84909448,02GD,ON-02GD-09,NA,NA
143,43.30697039,-79.86835111,02HB,ON-02HB-01,12.686710159623729,Poor
144,43.34349726,-80.53113461,02GA,ON-02GA-06,45.74602145208017,Marginal
145,43.35303464,-80.07794948,02HB,ON-02HB-01,41.07798174502007,Poor
146,43.3551924,-80.66506784,02GA,ON-02GA-06,69.55347980948835,Fair
147,43.36211689,-81.50944723,02FF,ON-02FF-07,37.43582283368357,Poor
148,43.36605826,-81.01866973,02GD,ON-02GD-11,31.077203408785863,Poor
149,43.37517101,-81.18445348,02GD,ON-02GD-13,NA,NA
150,43.37547901,-80.67887873,02GA,ON-02GA-06,44.29982211776691,Poor
151,43.38011664,-80.01018898,02HB,ON-02HB-02,39.317578208021146,Poor
152,43.38062889,-80.03315386,02HB,ON-02HB-02,38.723815741903934,Poor
153,43.38180289,-79.71732448,02HB,NA,39.621266978598335,Poor
154,43.38660089,-80.38680186,02GA,ON-02GA-01,34.80348770508323,Poor
155,43.39380814,-80.41611723,02GA,ON-02GA-02,40.36906523449353,Poor
156,43.39559389,-79.72279548,02HB,ON-02HB-02,40.730299458667474,Poor
157,43.39966714,-80.36561198,02GA,ON-02GA-09,44.43322342556206,Poor
158,43.40142401,-79.99299086,02HB,ON-02HB-02,39.56381307884157,Poor
159,43.40687039,-79.96309423,02HB,ON-02HB-02,36.041217339798756,Poor
160,43.41301776,-79.92500973,02HB,ON-02HB-02,40.487222934753355,Poor
161,43.41307976,-80.22686573,02GA,ON-02GA-01,53.77501488333511,Marginal
162,43.41728326,-79.92926948,02HB,ON-02HB-02,46.63102846716093,Marginal
163,43.41860814,-79.69007536,02HB,NA,67.9033551695644,Fair
164,43.42201376,-80.41048436,02GA,ON-02GA-02,52.92699468977781,Marginal
165,43.42223451,-79.72771098,02HB,NA,49.836863600671634,Marginal
166,43.42501539,-79.83195211,02HB,ON-02HB-02,51.32451169620233,Marginal
167,43.42773889,-81.52282998,02FF,ON-02FF-07,39.24999458784007,Poor
168,43.43465639,-79.84737548,02HB,ON-02HB-02,37.54250160976732,Poor
169,43.44293476,-79.67125023,02HB,ON-02HB-03,38.79946886425136,Poor
170,43.44583564,-79.87992286,02HB,ON-02HB-02,47.59965029444903,Marginal
171,43.45058551,-81.20725048,02GD,ON-02GD-07,35.93904603832068,Poor
172,43.45952599,-81.20267444,02GD,ON-02GD-07,NA,NA
173,43.46886051,-80.07300286,02HB,ON-02HB-02,53.59027124227077,Marginal
174,43.47417514,-79.79842286,02HB,ON-02HB-03,40.12441535186843,Poor
175,43.48180126,-80.48175198,02GA,ON-02GA-02,38.14893459517342,Poor
176,43.48237839,-80.48334686,02GA,ON-02GA-02,50.84651459588585,Marginal
177,43.48413451,-80.83528511,02GA,ON-02GA-14,40.664031539169905,Poor
178,43.48425339,-80.28215011,02GA,ON-02GA-09,32.21994400328367,Poor
179,43.49908114,-79.77659048,02HB,ON-02HB-03,53.13697619640784,Marginal
180,43.50115226,-79.95219636,02HB,ON-02HB-03,41.13603377231148,Poor
181,43.515933510000004,-79.61543248,02HB,NA,41.86825033458686,Poor
182,43.52485176,-80.51439923,02GA,ON-02GA-07,47.31869358108135,Marginal
183,43.53362114,-80.25301686,02GA,ON-02GA-09,53.772539695937304,Marginal
184,43.53778339,-81.40662223,02FF,ON-02FF-02,40.1574801463546,Poor
185,43.53881576,-80.50541248,02GA,ON-02GA-07,NA,NA
186,43.54496976,-81.43031136,02FF,ON-02FF-02,NA,NA
187,43.54792364,-80.18239673,02GA,ON-02GA-16,34.468371995961135,Poor
188,43.54919451,-79.63327273,02HB,ON-02HB-04,52.52463309514714,Marginal
189,43.55071776,-81.58937173,02FF,ON-02FF-02,37.8227668270671,Poor
190,43.55390414,-79.59936423,02HB,ON-02HB-04,NA,NA
191,43.55475226,-79.85686198,02HB,ON-02HB-03,56.66897956899915,Marginal
192,43.55904014,-80.63496511,02GA,ON-02GA-07,41.83117579091796,Poor
193,43.57605976,-80.10913748,02GA,ON-02GA-16,NA,NA
194,43.58474839,-80.53462448,02GA,ON-02GA-03,44.509524626708306,Poor
195,43.58740901,-79.54482023,02HC,ON-02HC-01,NA,NA
196,43.58793751,-80.27397973,02GA,ON-02GA-11,53.7701611769541,Marginal
197,43.58811276,-80.47061973,02GA,ON-02GA-04,39.05608615096972,Poor
198,43.60505564,-79.55975311,02HC,ON-02HC-01,34.11122410049025,Poor
199,43.61624676,-80.56016286,02GA,ON-02GA-03,53.790050166551055,Marginal
200,43.62214889,-79.73326498,02HB,ON-02HB-04,42.01488863958362,Poor
201,43.62759439,-80.02209311,02HB,ON-02HB-05,40.449297976831126,Poor
202,43.62847489,-79.49287136,02HC,NA,31.326207699080086,Poor
203,43.62923289,-80.01039811,02HB,ON-02HB-05,34.47086519863481,Poor
204,43.63460601,-80.58015948,02GA,ON-02GA-03,59.097067474131904,Marginal
205,43.63735601,-79.47714711,02HC,ON-02HC-02,NA,NA
206,43.63747426,-79.88616561,02HB,ON-02HB-05,53.48492913646015,Marginal
207,43.63993089,-80.27013211,02GA,ON-02GA-11,49.88766874280788,Marginal
208,43.64635939,-79.86622286,02HB,ON-02HB-05,45.843761344330865,Marginal
209,43.64721276,-79.85627811,02HB,ON-02HB-04,41.81535308312173,Poor
210,43.65143464,-79.49132861,02HC,ON-02HC-02,37.51967053787201,Poor
211,43.65482551,-80.70206798,02GA,ON-02GA-07,45.28152395738965,Marginal
212,43.65787626,-79.35429323,02HC,ON-02HC-06,NA,NA
213,43.65858539,-79.74145536,02HB,ON-02HB-04,44.0372870094142,Poor
214,43.66237339,-81.60326298,02FE,ON-02FE-01,NA,NA
215,43.66862101,-79.92696273,02HB,ON-02HB-05,73.95075606687368,Fair
216,43.67833164,-79.67950823,02HC,ON-02HC-01,38.34054582608648,Poor
217,43.68462189,-81.54090248,02FE,ON-02FE-06,40.878257661266446,Poor
218,43.68847164,-79.36213573,02HC,ON-02HC-06,32.07912892005126,Poor
219,43.69298176,-81.09216111,02FE,ON-02FE-05,48.845286849650584,Marginal
220,43.69544639,-80.44782198,02GA,ON-02GA-18,48.61995789036215,Marginal
221,43.70443576,-81.24871023,02FE,ON-02FE-03,39.63047128138045,Poor
222,43.71786664,-81.12612073,02FE,ON-02FE-05,NA,NA
223,43.71827039,-81.62634348,02FE,ON-02FE-01,NA,NA
224,43.72222251,-81.55790573,02FE,ON-02FE-02,NA,NA
225,43.72381351,-79.93099773,02HB,ON-02HB-05,53.49568600861648,Marginal
226,43.72484376,-80.34398648,02GA,ON-02GA-04,48.63103488890711,Marginal
227,43.72712301,-80.97251698,02FE,ON-02FE-05,NA,NA
228,43.72945651,-80.95701336,02FE,ON-02FE-05,NA,NA
229,43.73036839,-81.02807098,02FE,ON-02FE-05,37.43220567782999,Poor
230,43.74886951,-81.44591686,02FE,ON-02FE-02,39.8914449691308,Poor
231,43.75224276,-81.70049673,02FE,ON-02FE-01,41.31721914512812,Poor
232,43.75687376,-80.66993298,02GA,ON-02GA-10,52.621070832981495,Marginal
233,43.75763276,-80.74877136,02GA,ON-02GA-10,36.79320936346623,Poor
234,43.75823701,-79.67843886,02HC,ON-02HC-03,51.17908829278642,Marginal
235,43.78320939,-80.637238730000007,02GA,ON-02GA-15,46.58396462939978,Marginal
236,43.78373676,-80.03480098,02HB,ON-02HB-06,42.15600951332848,Poor
237,43.79870264,-81.16987211,02FE,ON-02FE-07,40.149546925550425,Poor
238,43.80982126,-79.92764911,02HB,ON-02HB-06,53.23536542053156,Marginal
239,43.81085851,-79.15978098,02HC,ON-02HC-07,38.779305587863384,Poor
240,43.83918989,-79.03983861,02HC,ON-02HC-08,42.00097177109943,Poor
241,43.84005139,-81.32055223,02FE,ON-02FE-03,39.97929360591422,Poor
242,43.84831889,-78.99885436,02HC,NA,NA,NA
243,43.85620614,-80.04821261,02HB,ON-02HB-06,46.97170115297412,Marginal
244,43.85667164,-78.96067786,02HC,NA,41.40796558270168,Poor
245,43.85975964,-80.05739011,02HB,ON-02HB-06,65.34440397824085,Fair
246,43.86169926,-80.27242573,02GA,ON-02GA-08,53.58862129005273,Marginal
247,43.86655551,-78.83083586,02HD,NA,41.66560935532542,Poor
248,43.86819778,-78.84614457,02HD,NA,56.4778986338087,Marginal
249,43.87122939,-78.82956686,02HD,NA,NA,NA
250,43.87649114,-81.70563998,02FD,NA,42.043815262500885,Poor
251,43.88073326,-78.82148323,02HD,NA,40.441334259027315,Poor
252,43.88694051,-78.86653861,02HD,NA,NA,NA
253,43.88729901,-81.28256548,02FE,ON-02FE-04,41.65426785999564,Poor
254,43.88810001,-79.71795598,02HC,ON-02HC-02,41.660440661027636,Poor
255,43.88846164,-80.06330648,02HB,ON-02HB-06,34.21445686526418,Poor
256,43.89394764,-80.29995236,02GA,ON-02GA-08,49.00825203343146,Marginal
257,43.89429201,-78.67502098,02HD,ON-029B-01,41.99249097051339,Poor
258,43.89522814,-78.67232773,02HD,ON-029B-01,NA,NA
259,43.89549764,-81.35349723,02FE,ON-02FE-02,53.21421402532738,Marginal
260,43.89673301,-79.32307036,02HC,ON-02HC-07,42.122906635369525,Poor
261,43.90183089,-80.05252636,02HB,ON-02HB-06,33.21516198884396,Poor
262,43.90606064,-78.58288086,02HD,NA,42.200835584638575,Poor
263,43.90965439,-80.06325348,02HB,ON-02HB-06,44.90035481534488,Poor
264,43.91156526,-78.78870536,02HD,NA,52.098489008577545,Marginal
265,43.91289539,-78.60870623,02HD,NA,42.17985325198728,Poor
266,43.92418126,-79.83452048,02HC,ON-02HC-04,65.00288147303428,Fair
267,43.92614414,-79.80320748,02HC,ON-02HC-04,53.63202367583749,Marginal
268,43.92715364,-80.08416673,02HB,ON-02HB-06,53.04933392151181,Marginal
269,43.93360664,-78.96188898,02HC,NA,42.08264313353556,Poor
270,43.93569101,-77.09041548,209,NA,53.527623754598245,Marginal
271,43.94620801,-78.90366111,02HD,NA,42.16746736792437,Poor
272,43.94788839,-78.29237698,02HD,ON-029B-02,42.14897811293191,Poor
273,43.95566151,-78.26639348,02HD,NA,53.563871155189915,Marginal
274,43.95572514,-81.51721198,02FD,NA,42.13109785676183,Poor
275,43.95586776,-78.17994311,02HD,NA,42.02419506170021,Poor
276,43.95709651,-78.61934198,02HD,NA,51.56981030905401,Marginal
277,43.96144701,-79.12565398,02HC,ON-02HC-08,42.197650393952124,Poor
278,43.96476139,-77.23436973,209,NA,33.437403911694176,Poor
279,43.96723276,-80.35494861,02GA,ON-02GA-13,52.31573539461096,Marginal
280,43.96982076,-78.74749473,02HD,ON-029B-01,53.67132789334514,Marginal
281,43.96983426,-78.88430211,02HD,NA,NA,NA
282,43.97329951,-77.2464741,209,NA,50.22428672490034,Marginal
283,43.97443214,-77.4564001,209,NA,55.88063764762741,Marginal
284,43.97636464,-78.00609886,02HD,NA,NA,NA
285,43.98512539,-81.13265436,02FC,ON-02FC-08,65.24260284684956,Fair
286,43.98844226,-78.21093061,02HD,NA,42.182826124018725,Poor
287,43.99061964,-78.32816023,02HD,ON-029B-02,42.16357536579907,Poor
288,43.99554626,-78.33548136,02HD,ON-029B-02,NA,NA
289,43.99636176,-77.5180321,209,ON-029C-03,56.03602144193731,Marginal
290,43.99682901,-78.34996161,02HD,ON-029B-02,NA,NA
291,44.00102514,-78.31412598,02HD,ON-029B-02,NA,NA
292,44.00473451,-77.12621173,209,ON-029C-01,53.15729302542364,Marginal
293,44.00859626,-77.13655748,209,ON-029C-01,51.888836691272125,Marginal
294,44.01385739,-79.67910198,02EC,ON-02EC-06,62.11053305615763,Marginal
295,44.01504376,-78.43750386,02HD,ON-029B-02,42.214767694956656,Poor
296,44.01695514,-77.13610623,209,ON-029C-01,40.71279944755263,Poor
297,44.01726226,-78.43862736,02HD,ON-029B-02,NA,NA
298,44.01754514,-78.84541986,02HD,NA,NA,NA
299,44.02189364,-78.52701398,02HD,ON-029B-02,NA,NA
300,44.02220026,-79.47285473,02EC,ON-02EC-14,50.231475674993575,Marginal
301,44.02452589,-79.96972211,02ED,ON-02ED-07,42.1731053595341,Poor
302,44.02755014,-77.36702185,209,ON-029C-03,NA,NA
303,44.03077901,-77.28512935,209,ON-029C-03,50.997924728040324,Marginal
304,44.03542626,-80.58140573,02FC,ON-02FC-10,63.84865399678303,Marginal
305,44.03583326,-78.40733048,02HD,ON-029B-02,NA,NA
306,44.04108851,-79.81122698,02ED,ON-02ED-08,NA,NA
307,44.04234326,-78.73804536,02HD,ON-029B-01,41.5477436331114,Poor
308,44.05987139,-78.39422661,02HD,ON-029B-02,NA,NA
309,44.07698451,-81.74197161,02FD,NA,NA,NA
310,44.07975764,-79.45489648,02EC,ON-02EC-14,NA,NA
311,44.08825151,-76.88543898,209,ON-029C-01,49.99397346581809,Marginal
312,44.09080601,-77.21061198,209,ON-029C-02,41.908062144595675,Poor
313,44.09370139,-81.72707486,02FD,NA,52.040313487618945,Marginal
314,44.09483164,-79.48995273,02EC,ON-02EC-14,37.448397509559754,Poor
315,44.09556164,-77.64611435,02HK,ON-02HK-01,NA,NA
316,44.09852564,-80.98513248,02FC,ON-02FC-04,53.73933386567974,Marginal
317,44.10396189,-77.3946996,209,ON-029C-02,47.61468869841927,Marginal
318,44.10582489,-77.5793571,02HK,ON-02HK-01,53.42580366862166,Marginal
319,44.10990101,-77.59453485,02HK,ON-02HK-01,41.978659278464654,Poor
320,44.11323614,-79.54583973,02EC,ON-02EC-06,56.14558858826481,Marginal
321,44.12334439,-79.75892123,02ED,ON-02ED-08,41.66000412350938,Poor
322,44.13098289,-80.96736536,02FC,ON-02FC-12,53.72861084868739,Marginal
323,44.13108751,-79.79639598,02ED,ON-02ED-08,41.22862111975631,Poor
324,44.13187564,-78.82887773,02HG,ON-02HG-01,41.730842159837046,Poor
325,44.13468014,-81.15385598,02FC,ON-02FC-02,65.32259044655241,Fair
326,44.13468464,-77.78685773,02HK,ON-02HK-09,41.650681338738,Poor
327,44.13534214,-78.45732523,02HJ,ON-02HJ-02,42.16942149939906,Poor
328,44.13775764,-79.11259961,02EC,ON-02EC-07,41.82140041068097,Poor
329,44.15257389,-81.28636711,02FC,ON-02FC-06,53.357720126339984,Marginal
330,44.16306064,-79.82948636,02ED,ON-02ED-11,41.734851205474506,Poor
331,44.16534526,-77.38646773,02HL,ON-02HL-01,61.49945568466673,Marginal
332,44.16663039,-79.32748086,02EC,ON-02EC-10,52.52329440417043,Marginal
333,44.17040289,-81.63731548,02FD,NA,64.78474995627548,Marginal
334,44.17339364,-81.63798636,02FD,NA,NA,NA
335,44.18581114,-80.78749348,02FC,ON-02FC-09,53.7725732015167,Marginal
336,44.19251376,-80.85654148,02FC,ON-02FC-05,NA,NA
337,44.19623539,-77.22939823,02HM,ON-02HM-02,51.63810840891385,Marginal
338,44.19684476,-77.91108886,02HK,ON-02HK-10,NA,NA
339,44.19780532,-77.85024437,02HK,ON-02HK-01,41.34658409436432,Poor
340,44.19960864,-77.81872298,02HK,ON-02HK-01,42.11122278448698,Poor
341,44.20022689,-78.94943136,02HG,ON-02HG-04,52.087044573914866,Marginal
342,44.20104264,-77.59569585,02HK,ON-02HK-09,42.04119188587026,Poor
343,44.20399476,-77.87283636,02HK,ON-02HK-10,NA,NA
344,44.20605439,-77.39320635,02HL,ON-02HL-01,51.86587158545956,Marginal
345,44.20638264,-78.27879686,02HJ,ON-02HJ-02,53.79054763130233,Marginal
346,44.21263151,-80.86270248,02FC,ON-02FC-11,53.79062818450027,Marginal
347,44.21406026,-76.78015448,02HM,ON-02HM-10,76.8433289092713,Fair
348,44.21674001,-76.97409998,02HM,ON-02HM-01,63.39053816647694,Marginal
349,44.22387364,-79.42133711,02EC,ON-02EC-03,50.97919055896913,Marginal
350,44.2244205,-77.83929756,02HK,ON-02HK-10,100,Excellent
351,44.22482601,-77.5308856,02HL,ON-02HL-01,NA,NA
352,44.22696639,-78.39655298,02HJ,ON-02HJ-06,65.28179325965786,Fair
353,44.23466151,-76.47446723,02MA,ON-02MA-03,65.06873773752073,Fair
354,44.23838376,-76.5407871,02MA,ON-02MA-02,NA,NA
355,44.23924551,-76.8491376,02HM,ON-02HM-08,53.4569273040458,Marginal
356,44.24082777,-76.5790854,02MA,ON-02MA-02,73.54622348621984,Fair
357,44.24197889,-78.15854273,02HJ,ON-02HJ-05,65.23325276672796,Fair
358,44.24241089,-77.43289423,02HL,ON-02HL-01,NA,NA
359,44.24720089,-80.46002998,02FC,ON-02FC-09,53.59841228015291,Marginal
360,44.24946051,-79.82159811,02ED,ON-02ED-05,41.93668579200129,Poor
361,44.25205989,-76.53475698,02MA,ON-02MA-02,50.56334513439361,Marginal
362,44.25642601,-76.61269673,02HM,ON-02HM-11,61.420489210541746,Marginal
363,44.25875551,-78.33458136,02HJ,ON-02HJ-02,53.34310928197558,Marginal
364,44.26148364,-76.7270116,02HM,ON-02HM-10,53.28033688691919,Marginal
365,44.26365514,-77.59664423,02HK,ON-02HK-01,42.231000016425774,Poor
366,44.27170289,-78.32458086,02HJ,ON-02HJ-02,76.7677642099777,Fair
367,44.27770201,-76.92817498,02HM,ON-02HM-01,51.737963366314666,Marginal
368,44.27773751,-76.52382935,02MA,ON-02MA-02,51.63388530442578,Marginal
