value,count,prop,class,col
2,209083,74.85,Trees,darkgreen
11,33571,12.02,Rangeland,green
7,20000,7.16,Built Area,red
1,8753,3.13,Water,blue
5,5382,1.93,Crops,yellow
8,2191,0.78,Bare ground,burlywood
4,339,0.12,Flooded vegetation,lightgreen
