value,count,prop,class,col
11,1279264,43.42,Rangeland,green
4,575567,19.54,Flooded vegetation,lightgreen
9,573430,19.46,Snow/Ice,black
1,470231,15.96,Water,blue
8,47557,1.61,Bare ground,burlywood
2,149,0.01,Trees,darkgreen
5,113,0,Crops,yellow
