value,count,prop,class,col
11,216237,51.73,Rangeland,green
2,99351,23.77,Trees,darkgreen
1,70530,16.87,Water,blue
4,30722,7.35,Flooded vegetation,lightgreen
9,1082,0.26,Snow/Ice,black
8,45,0.01,Bare ground,burlywood
7,13,0,Built Area,red
