value,count,prop,class,col
5,141989,70.11,Crops,yellow
2,49318,24.35,Trees,darkgreen
7,6103,3.01,Built Area,red
11,2692,1.33,Rangeland,green
1,2191,1.08,Water,blue
8,208,0.1,Bare ground,burlywood
4,20,0.01,Flooded vegetation,lightgreen
