value,count,prop,class,col
11,427815,64.53,Rangeland,green
8,149539,22.55,Bare ground,burlywood
9,45233,6.82,Snow/Ice,black
1,35506,5.36,Water,blue
2,3752,0.57,Trees,darkgreen
4,1153,0.17,Flooded vegetation,lightgreen
5,6,0,Crops,yellow
