value,count,prop,class,col
11,322711,51.42,Rangeland,green
9,102316,16.3,Snow/Ice,black
2,97941,15.6,Trees,darkgreen
4,50936,8.12,Flooded vegetation,lightgreen
1,44444,7.08,Water,blue
8,9295,1.48,Bare ground,burlywood
