value,count,prop,class,col
2,485374,76.59,Trees,darkgreen
11,117456,18.53,Rangeland,green
1,28236,4.46,Water,blue
4,1810,0.29,Flooded vegetation,lightgreen
8,823,0.13,Bare ground,burlywood
7,54,0.01,Built Area,red
