value,count,prop,class,col
2,801080,42.65,Trees,darkgreen
1,668025,35.57,Water,blue
11,360471,19.19,Rangeland,green
4,24158,1.29,Flooded vegetation,lightgreen
8,17502,0.93,Bare ground,burlywood
9,6615,0.35,Snow/Ice,black
7,241,0.01,Built Area,red
