value,count,prop,class,col
2,394571,78.51,Trees,darkgreen
1,90667,18.04,Water,blue
11,14299,2.85,Rangeland,green
4,2993,0.6,Flooded vegetation,lightgreen
8,31,0.01,Bare ground,burlywood
9,2,0,Snow/Ice,black
