value,count,prop,class,col
2,526314,90.89,Trees,darkgreen
1,26464,4.57,Water,blue
11,23706,4.09,Rangeland,green
7,1294,0.22,Built Area,red
4,846,0.15,Flooded vegetation,lightgreen
8,440,0.08,Bare ground,burlywood
9,4,0,Snow/Ice,black
5,2,0,Crops,yellow
