value,count,prop,class,col
2,407966,83.66,Trees,darkgreen
11,69607,14.27,Rangeland,green
1,8564,1.76,Water,blue
4,1482,0.3,Flooded vegetation,lightgreen
9,28,0.01,Snow/Ice,black
8,19,0,Bare ground,burlywood
