value,count,prop,class,col
11,224509,56.87,Rangeland,green
9,103263,26.16,Snow/Ice,black
8,47395,12.01,Bare ground,burlywood
1,11749,2.98,Water,blue
4,7798,1.98,Flooded vegetation,lightgreen
5,50,0.01,Crops,yellow
2,1,0,Trees,darkgreen
