value,count,prop,class,col
5,148606,87.72,Crops,yellow
2,15156,8.95,Trees,darkgreen
7,3761,2.22,Built Area,red
1,1542,0.91,Water,blue
11,268,0.16,Rangeland,green
8,73,0.04,Bare ground,burlywood
