value,count,prop,class,col
5,126331,61.84,Crops,yellow
7,42565,20.84,Built Area,red
2,28564,13.98,Trees,darkgreen
11,4008,1.96,Rangeland,green
1,2526,1.24,Water,blue
8,284,0.14,Bare ground,burlywood
4,1,0,Flooded vegetation,lightgreen
