value,count,prop,class,col
11,233997,46.21,Rangeland,green
2,173510,34.27,Trees,darkgreen
1,96606,19.08,Water,blue
8,1050,0.21,Bare ground,burlywood
4,919,0.18,Flooded vegetation,lightgreen
7,256,0.05,Built Area,red
9,1,0,Snow/Ice,black
