value,count,prop,class,col
2,364525,49.09,Trees,darkgreen
11,221844,29.87,Rangeland,green
4,85851,11.56,Flooded vegetation,lightgreen
1,69210,9.32,Water,blue
9,885,0.12,Snow/Ice,black
8,290,0.04,Bare ground,burlywood
