value,count,prop,class,col
2,101124,48.53,Trees,darkgreen
11,97219,46.66,Rangeland,green
4,8484,4.07,Flooded vegetation,lightgreen
1,1462,0.7,Water,blue
8,66,0.03,Bare ground,burlywood
