value,count,prop,class,col
4,485474,83.67,Flooded vegetation,lightgreen
11,51273,8.84,Rangeland,green
2,25903,4.46,Trees,darkgreen
1,17513,3.02,Water,blue
9,29,0,Snow/Ice,black
8,10,0,Bare ground,burlywood
