value,count,prop,class,col
2,1278115,51.75,Trees,darkgreen
5,898848,36.39,Crops,yellow
11,156277,6.33,Rangeland,green
7,110429,4.47,Built Area,red
1,22941,0.93,Water,blue
8,2669,0.11,Bare ground,burlywood
4,441,0.02,Flooded vegetation,lightgreen
9,9,0,Snow/Ice,black
10,7,0,Clouds,grey
