value,count,prop,class,col
5,357262,69.76,Crops,yellow
11,139162,27.17,Rangeland,green
1,11174,2.18,Water,blue
7,3955,0.77,Built Area,red
2,262,0.05,Trees,darkgreen
8,210,0.04,Bare ground,burlywood
4,88,0.02,Flooded vegetation,lightgreen
