value,count,prop,class,col
4,238198,91.6,Flooded vegetation,lightgreen
1,17538,6.74,Water,blue
11,2796,1.08,Rangeland,green
2,1494,0.57,Trees,darkgreen
8,12,0,Bare ground,burlywood
