value,count,prop,class,col
2,209035,91.72,Trees,darkgreen
1,14253,6.25,Water,blue
11,3132,1.37,Rangeland,green
7,1452,0.64,Built Area,red
4,28,0.01,Flooded vegetation,lightgreen
