value,count,prop,class,col
11,48533,39.05,Rangeland,green
4,35880,28.87,Flooded vegetation,lightgreen
2,28847,23.21,Trees,darkgreen
1,9662,7.77,Water,blue
7,1195,0.96,Built Area,red
8,174,0.14,Bare ground,burlywood
