value,count,prop,class,col
2,213850,66.11,Trees,darkgreen
5,64012,19.79,Crops,yellow
7,20545,6.35,Built Area,red
1,12314,3.81,Water,blue
11,8851,2.74,Rangeland,green
8,3810,1.18,Bare ground,burlywood
4,69,0.02,Flooded vegetation,lightgreen
9,27,0.01,Snow/Ice,black
