value,count,prop,class,col
2,213898,83.36,Trees,darkgreen
1,24802,9.67,Water,blue
11,17368,6.77,Rangeland,green
4,380,0.15,Flooded vegetation,lightgreen
5,125,0.05,Crops,yellow
7,23,0.01,Built Area,red
8,1,0,Bare ground,burlywood
