value,count,prop,class,col
5,169117,63.17,Crops,yellow
11,91473,34.17,Rangeland,green
7,2865,1.07,Built Area,red
1,2124,0.79,Water,blue
2,2005,0.75,Trees,darkgreen
8,115,0.04,Bare ground,burlywood
4,32,0.01,Flooded vegetation,lightgreen
