value,count,prop,class,col
2,144740,93.13,Trees,darkgreen
11,6674,4.29,Rangeland,green
1,3389,2.18,Water,blue
7,553,0.36,Built Area,red
8,53,0.03,Bare ground,burlywood
5,2,0,Crops,yellow
4,1,0,Flooded vegetation,lightgreen
