value,count,prop,class,col
2,332449,77.8,Trees,darkgreen
1,87573,20.49,Water,blue
11,5915,1.38,Rangeland,green
4,1162,0.27,Flooded vegetation,lightgreen
7,216,0.05,Built Area,red
8,10,0,Bare ground,burlywood
