value,count,prop,class,col
5,231937,61.98,Crops,yellow
2,66035,17.65,Trees,darkgreen
7,56001,14.96,Built Area,red
11,12977,3.47,Rangeland,green
1,5666,1.51,Water,blue
8,1069,0.29,Bare ground,burlywood
4,528,0.14,Flooded vegetation,lightgreen
10,2,0,Clouds,grey
