value,count,prop,class,col
5,309255,49.89,Crops,yellow
11,297263,47.95,Rangeland,green
1,7039,1.14,Water,blue
8,2440,0.39,Bare ground,burlywood
7,1961,0.32,Built Area,red
2,1931,0.31,Trees,darkgreen
4,5,0,Flooded vegetation,lightgreen
