value,count,prop,class,col
4,615301,88.55,Flooded vegetation,lightgreen
1,42992,6.19,Water,blue
2,21619,3.11,Trees,darkgreen
11,14326,2.06,Rangeland,green
8,577,0.08,Bare ground,burlywood
9,81,0.01,Snow/Ice,black
