value,count,prop,class,col
2,375613,50.62,Trees,darkgreen
1,150494,20.28,Water,blue
11,111479,15.02,Rangeland,green
4,104010,14.02,Flooded vegetation,lightgreen
8,229,0.03,Bare ground,burlywood
5,182,0.02,Crops,yellow
9,25,0,Snow/Ice,black
