value,count,prop,class,col
5,66802,52.06,Crops,yellow
2,48007,37.41,Trees,darkgreen
11,10199,7.95,Rangeland,green
7,3078,2.4,Built Area,red
1,156,0.12,Water,blue
4,68,0.05,Flooded vegetation,lightgreen
