value,count,prop,class,col
11,2508738,72.69,Rangeland,green
9,458801,13.29,Snow/Ice,black
8,350971,10.17,Bare ground,burlywood
1,109471,3.17,Water,blue
4,22389,0.65,Flooded vegetation,lightgreen
5,808,0.02,Crops,yellow
2,12,0,Trees,darkgreen
