value,count,prop,class,col
2,34339,45.66,Trees,darkgreen
11,21598,28.72,Rangeland,green
4,15492,20.6,Flooded vegetation,lightgreen
1,3714,4.94,Water,blue
8,45,0.06,Bare ground,burlywood
9,22,0.03,Snow/Ice,black
