value,count,prop,class,col
11,77781,60.91,Rangeland,green
2,38357,30.04,Trees,darkgreen
4,11507,9.01,Flooded vegetation,lightgreen
1,45,0.04,Water,blue
8,13,0.01,Bare ground,burlywood
5,1,0,Crops,yellow
