value,count,prop,class,col
11,453040,38.87,Rangeland,green
1,338210,29.02,Water,blue
2,291551,25.02,Trees,darkgreen
4,61191,5.25,Flooded vegetation,lightgreen
9,21054,1.81,Snow/Ice,black
8,369,0.03,Bare ground,burlywood
7,3,0,Built Area,red
