value,count,prop,class,col
11,705867,80.2,Rangeland,green
1,52415,5.96,Water,blue
8,48554,5.52,Bare ground,burlywood
9,47541,5.4,Snow/Ice,black
2,22578,2.57,Trees,darkgreen
4,3148,0.36,Flooded vegetation,lightgreen
5,1,0,Crops,yellow
