value,count,prop,class,col
2,508678,66.56,Trees,darkgreen
11,206477,27.02,Rangeland,green
1,39822,5.21,Water,blue
4,9074,1.19,Flooded vegetation,lightgreen
8,207,0.03,Bare ground,burlywood
9,19,0,Snow/Ice,black
