value,count,prop,class,col
11,411931,57.82,Rangeland,green
2,178096,25,Trees,darkgreen
1,61694,8.66,Water,blue
4,58374,8.19,Flooded vegetation,lightgreen
8,1492,0.21,Bare ground,burlywood
9,850,0.12,Snow/Ice,black
7,10,0,Built Area,red
5,5,0,Crops,yellow
