value,count,prop,class,col
2,1268732,70.33,Trees,darkgreen
11,252839,14.02,Rangeland,green
1,197547,10.95,Water,blue
7,43091,2.39,Built Area,red
4,37150,2.06,Flooded vegetation,lightgreen
5,4385,0.24,Crops,yellow
8,306,0.02,Bare ground,burlywood
