value,count,prop,class,col
2,277952,54.85,Trees,darkgreen
11,114454,22.58,Rangeland,green
1,106501,21.02,Water,blue
4,6522,1.29,Flooded vegetation,lightgreen
7,618,0.12,Built Area,red
9,525,0.1,Snow/Ice,black
8,199,0.04,Bare ground,burlywood
