value,count,prop,class,col
4,649512,94.03,Flooded vegetation,lightgreen
1,18120,2.62,Water,blue
11,16712,2.42,Rangeland,green
2,6385,0.92,Trees,darkgreen
8,25,0,Bare ground,burlywood
9,3,0,Snow/Ice,black
