value,count,prop,class,col
11,1066889,57.28,Rangeland,green
1,477818,25.65,Water,blue
2,258146,13.86,Trees,darkgreen
4,38186,2.05,Flooded vegetation,lightgreen
9,15894,0.85,Snow/Ice,black
8,3320,0.18,Bare ground,burlywood
7,2406,0.13,Built Area,red
