value,count,prop,class,col
4,250952,58.57,Flooded vegetation,lightgreen
11,103050,24.05,Rangeland,green
2,71519,16.69,Trees,darkgreen
1,2877,0.67,Water,blue
8,24,0.01,Bare ground,burlywood
9,14,0,Snow/Ice,black
