value,count,prop,class,col
2,139567,89.71,Trees,darkgreen
1,8906,5.72,Water,blue
11,6093,3.92,Rangeland,green
7,883,0.57,Built Area,red
5,83,0.05,Crops,yellow
8,43,0.03,Bare ground,burlywood
4,4,0,Flooded vegetation,lightgreen
