value,count,prop,class,col
2,257798,76.1,Trees,darkgreen
11,47493,14.02,Rangeland,green
1,31982,9.44,Water,blue
4,1417,0.42,Flooded vegetation,lightgreen
7,56,0.02,Built Area,red
8,20,0.01,Bare ground,burlywood
