value,count,prop,class,col
4,107670,49.19,Flooded vegetation,lightgreen
2,70008,31.99,Trees,darkgreen
11,39383,17.99,Rangeland,green
1,1552,0.71,Water,blue
9,228,0.1,Snow/Ice,black
8,31,0.01,Bare ground,burlywood
