NPRI_Site_ID,Substance_Name,release_type,Reporting_Year
4951,Lead (and its compounds),Sum of release to all media (<1tonne),2001
4951,Manganese (and its compounds),Sum of release to all media (<1tonne),2001
4951,Mercury (and its compounds),Releases to Water Bodies,2001
4951,Nickel (and its compounds),Sum of release to all media (<1tonne),2001
4951,Nitrate ion in solution at pH >= 6.0,Sum of release to all media (<1tonne),2001
4951,Nitrogen oxides (expressed as nitrogen dioxide),Releases to Air,2003
4951,PM10 - Particulate Matter <= 10 Micrometers,Releases to Air,2003
4951,PM2.5 - Particulate Matter <= 2.5 Micrometers,Releases to Air,2003
4951,Selenium (and its compounds),Sum of release to all media (<1tonne),2001
4951,Silver (and its compounds),Sum of release to all media (<1tonne),2001
4951,Zinc (and its compounds),Sum of release to all media (<1tonne),2001
4954,Ethylene glycol,Releases to Land,1997
4955,Ethylene glycol,Releases to Land,2000
4956,Ethylene glycol,Releases to Land,2001
4957,Ethylene glycol,Releases to Land,2000
4958,Ethylene glycol,Releases to Land,2020
4959,Ethylene glycol,Releases to Land,2001
4960,Ethylene glycol,Releases to Land,1997
4961,Ethylene glycol,Releases to Land,2001
4962,Ethylene glycol,Releases to Land,2001
4963,Ethylene glycol,Releases to Land,1997
4964,Ethylene glycol,Releases to Land,2016
4965,Ethylene glycol,Releases to Land,2001
4966,Ethylene glycol,Releases to Land,2016
4967,Ethylene glycol,Releases to Land,1997
4968,Ethylene glycol,Releases to Land,1997
4969,Ethylene glycol,Releases to Land,2016
4970,Ethylene glycol,Releases to Land,2013
4971,Ethylene glycol,Releases to Land,1997
4972,Ethylene glycol,Releases to Land,1997
4973,Ethylene glycol,Releases to Land,1997
4974,Ethylene glycol,Releases to Land,1997
4975,Ethylene glycol,Releases to Land,1997
4976,Ethylene glycol,Releases to Land,1997
4978,Antimony (and its compounds),Releases to Air,2020
4978,Copper (and its compounds),Releases to Air,2021
4978,Lead (and its compounds),Releases to Air,2020
4978,Nickel (and its compounds),Releases to Air,2021
4978,PM10 - Particulate Matter <= 10 Micrometers,Releases to Air,2009
4978,PM2.5 - Particulate Matter <= 2.5 Micrometers,Releases to Air,2010
4978,Zinc (and its compounds),Releases to Air,2021
4980,Aluminum (fume or dust only),Releases to Air,2006
4980,Aluminum (fume or dust only),Releases to Water Bodies,2006
4980,Aluminum oxide (fibrous forms only),Releases to Air,2004
4980,Antimony (and its compounds),Releases to Air,2006
4980,Antimony (and its compounds),Releases to Water Bodies,2003
4980,Arsenic (and its compounds),Releases to Air,2006
4980,Cadmium (and its compounds),Releases to Air,2006
4980,Cadmium (and its compounds),Releases to Water Bodies,2006
4980,Chromium (and its compounds),Releases to Air,2006
4980,Chromium (and its compounds),Releases to Water Bodies,2006
4980,Cobalt (and its compounds),Releases to Air,2006
4980,Cobalt (and its compounds),Releases to Water Bodies,2006
4980,Copper (and its compounds),Releases to Air,2006
4980,Copper (and its compounds),Releases to Water Bodies,2006
4980,Lead (and its compounds),Releases to Air,2006
4980,Lead (and its compounds),Releases to Water Bodies,2006
4980,Manganese (and its compounds),Releases to Air,2010
4980,Manganese (and its compounds),Releases to Water Bodies,2010
4980,Manganese (and its compounds),Sum of release to all media (<1tonne),2021
4980,Nickel (and its compounds),Releases to Air,2006
4980,Nickel (and its compounds),Releases to Water Bodies,2006
4980,Nitrogen oxides (expressed as nitrogen dioxide),Releases to Air,2006
4980,PM10 - Particulate Matter <= 10 Micrometers,Releases to Air,2021
4980,PM2.5 - Particulate Matter <= 2.5 Micrometers,Releases to Air,2021
4980,Silver (and its compounds),Releases to Air,2006
4980,Silver (and its compounds),Releases to Water Bodies,2006
4980,Sulphur dioxide,Releases to Air,2006
4980,Total particulate matter,Releases to Air,2002
4980,Vanadium (except when in an alloy) and its compounds,Releases to Air,2003
4980,Vanadium (except when in an alloy) and its compounds,Releases to Water Bodies,2003
4980,Volatile Organic Compounds (VOCs),Releases to Air,2004
4980,Zinc (and its compounds),Releases to Air,2006
4980,Zinc (and its compounds),Releases to Water Bodies,2006
4981,Dichloromethane,Releases to Air,2006
4981,Isopropyl alcohol,Releases to Air,2021
4981,Methanol,Releases to Air,2019
4981,Methyl ethyl ketone,Releases to Air,2021
4981,Methyl methacrylate,Releases to Air,2015
4981,Methyl methacrylate,Sum of release to all media (<1tonne),2014
4981,Methylenebis(phenylisocyanate),Releases to Air,2003
4981,Styrene,Releases to Air,2021
4981,Toluene,Releases to Air,2009
4981,Volatile Organic Compounds (VOCs),Releases to Air,2021
4982,Carbon monoxide,Releases to Air,2009
4982,Nitrogen oxides (expressed as nitrogen dioxide),Releases to Air,2012
4982,Phosphoric acid,Sum of release to all media (<1tonne),1996
4982,PM10 - Particulate Matter <= 10 Micrometers,Releases to Air,2021
4982,PM2.5 - Particulate Matter <= 2.5 Micrometers,Releases to Air,2021
4982,Sulphur dioxide,Releases to Air,2007
4982,Sulphuric acid,Releases to Air,2004
4982,Total particulate matter,Releases to Air,2021
4982,Volatile Organic Compounds (VOCs),Releases to Air,2021
4983,Ethylene,Releases to Air,1995
4983,Volatile Organic Compounds (VOCs),Releases to Air,2021
4984,Zinc (and its compounds),Sum of release to all media (<1tonne),1997
4986,Diethanolamine (and its salts),Sum of release to all media (<1tonne),2003
4986,Ethylene glycol,Sum of release to all media (<1tonne),2008
4986,Nonylphenol and its ethoxylates,Sum of release to all media (<1tonne),2005
4987,Copper (and its compounds),Releases to Air,1999
4987,Ethylbenzene,Releases to Air,1999
4987,Manganese (and its compounds),Releases to Air,2001
4987,Methanol,Releases to Air,1999
4987,Methyl ethyl ketone,Releases to Air,1999
4987,Methyl isobutyl ketone,Releases to Air,1999
4987,Toluene,Releases to Air,1999
4987,Xylene (all isomers),Releases to Air,2001
4987,Xylene (mixed isomers),Releases to Air,1999
4988,Sulphuric acid,Releases to Air,1997
4988,Sulphuric acid,Releases to Land,1997
4988,Zinc (and its compounds),Releases to Air,1998
4988,Zinc (and its compounds),Sum of release to all media (<1tonne),1997
4989,Xylene (mixed isomers),Sum of release to all media (<1tonne),1998
4990,Hexavalent chromium (and its compounds),Releases to Air,2021
4990,Methyl ethyl ketone,Releases to Air,2004
4990,Sulphuric acid,Releases to Air,2008
4990,Trichloroethylene,Releases to Air,2009
4990,Volatile Organic Compounds (VOCs),Releases to Air,2021
4991,Dichloromethane,Releases to Air,2012
4991,Formic acid,Releases to Air,2003
4991,Hydrochloric acid,Releases to Air,2010
4991,Hydrochloric acid,Sum of release to all media (<1tonne),2020
4991,Trichloroethylene,Releases to Air,2006
4993,"1,2,4-Trimethylbenzene",Releases to Air,2001
4993,Copper (and its compounds),Releases to Air,2005
4993,Copper (and its compounds),Sum of release to all media (<1tonne),1997
4993,Dibutyl phthalate,Releases to Air,2006
4993,Ethylbenzene,Releases to Air,2001
4993,i-Butyl alcohol,Releases to Air,2001
4993,Manganese (and its compounds),Releases to Air,2005
4993,Manganese (and its compounds),Releases to Land,1997
4993,Manganese (and its compounds),Sum of release to all media (<1tonne),1996
4993,Methanol,Releases to Air,1996
4993,Methyl isobutyl ketone,Releases to Air,2001
4993,n-Butyl alcohol,Releases to Air,2001
4993,n-Nonylphenol (mixed isomers),Releases to Air,2001
4993,Naphthalene,Releases to Air,1998
4993,PM10 - Particulate Matter <= 10 Micrometers,Releases to Air,2007
4993,PM2.5 - Particulate Matter <= 2.5 Micrometers,Releases to Air,2007
4993,Toluene,Releases to Air,2001
4993,Volatile Organic Compounds (VOCs),Releases to Air,2006
4993,Xylene (all isomers),Releases to Air,2001
4993,Xylene (mixed isomers),Releases to Air,1999
4994,2-Butoxyethanol,Releases to Air,2007
4994,Isopropyl alcohol,Releases to Air,2000
4994,Volatile Organic Compounds (VOCs),Releases to Air,2010
4996,Methanol,Releases to Air,1998
4996,Methyl methacrylate,Releases to Air,2009
4996,Styrene,Releases to Air,2009
4996,Styrene oxide,Sum of release to all media (<1tonne),1998
4996,Toluene,Releases to Air,1999
4996,Volatile Organic Compounds (VOCs),Releases to Air,2009
4997,Methylenebis(phenylisocyanate),Releases to Air,2021
4997,Polymeric diphenylmethane diisocyanate,Releases to Air,2021
4997,Styrene,Releases to Air,2021
4997,Styrene oxide,Sum of release to all media (<1tonne),1998
4997,Volatile Organic Compounds (VOCs),Releases to Air,2021
5000,Nitrate ion in solution at pH >= 6.0,Releases to Land,2010
5000,Nitrate ion in solution at pH >= 6.0,Releases to Water Bodies,2014
5000,Nitrogen oxides (expressed as nitrogen dioxide),Releases to Air,2014
5000,Phosphorus (total),Releases to Land,2014
5000,Phosphorus (total),Releases to Water Bodies,2014
5000,PM10 - Particulate Matter <= 10 Micrometers,Releases to Air,2014
5000,PM2.5 - Particulate Matter <= 2.5 Micrometers,Releases to Air,2014
5000,Sulphur dioxide,Releases to Air,2014
5000,Total particulate matter,Releases to Air,2006
5001,Ethylene glycol,Releases to Land,2001
5002,"1,2,4-Trimethylbenzene",Releases to Air,2021
5002,Ethylene glycol,Releases to Air,2012
5002,Ethylene glycol,Releases to Land,2010
5002,Ethylene glycol,Releases to Water Bodies,2009
5002,Ethylene glycol,Sum of release to all media (<1tonne),2021
5002,Isopropyl alcohol,Sum of release to all media (<1tonne),2021
5002,Methanol,Releases to Air,2021
5002,Methanol,Releases to Land,2010
5002,Methanol,Releases to Water Bodies,2009
5002,Methanol,Sum of release to all media (<1tonne),2013
5003,Acetaldehyde,Releases to Air,2021
5003,Acrolein,Releases to Air,2019
5003,Aluminum (fume or dust only),Sum of release to all media (<1tonne),1998
5003,Aluminum oxide (fibrous forms only),Sum of release to all media (<1tonne),1998
5003,Benzene,Sum of release to all media (<1tonne),1997
5003,Cadmium (and its compounds),Releases to Air,2003
5003,Carbon monoxide,Releases to Air,2021
5003,Formaldehyde,Releases to Air,2021
5003,Formaldehyde,Releases to Land,1999
5003,Lead (and its compounds),Releases to Air,2003
5003,Methanol,Releases to Air,2021
5003,Nitrogen oxides (expressed as nitrogen dioxide),Releases to Air,2021
5003,Phenol (and its salts),Releases to Air,2021
5003,Phenol (and its salts),Sum of release to all media (<1tonne),1998
5003,PM10 - Particulate Matter <= 10 Micrometers,Releases to Air,2021
5003,PM2.5 - Particulate Matter <= 2.5 Micrometers,Releases to Air,2021
5003,Sulphur dioxide,Releases to Air,2004
5003,Toluene,Sum of release to all media (<1tonne),1998
5003,Total particulate matter,Releases to Air,2021
5003,Vanadium (fume or dust),Sum of release to all media (<1tonne),1998
5003,Volatile Organic Compounds (VOCs),Releases to Air,2021
5004,Ammonia (total),Releases to Air,2013
5005,Manganese (and its compounds),Releases to Air,1997
5005,Manganese (and its compounds),Releases to Land,1997
5006,Ammonia (total),Sum of release to all media (<1tonne),2002
5006,Carbon monoxide,Releases to Air,2002
5006,Formaldehyde,Releases to Air,2002
5006,Formaldehyde,Sum of release to all media (<1tonne),1998
5006,Methanol,Releases to Air,2002
5006,Methanol,Sum of release to all media (<1tonne),1999
5006,Volatile Organic Compounds (VOCs),Releases to Air,2002
5007,Chlorine,Releases to Water Bodies,2015
5007,Chlorine,Sum of release to all media (<1tonne),2021
5007,Manganese (and its compounds),Releases to Water Bodies,2015
5007,Manganese (and its compounds),Sum of release to all media (<1tonne),2021
5008,Acetaldehyde,Releases to Air,2014
5008,Acetaldehyde,Releases to Water Bodies,2013
5008,Ammonia (total),Releases to Water Bodies,2010
5008,Arsenic (and its compounds),Releases to Air,2021
5008,Arsenic (and its compounds),Releases to Water Bodies,2021
5008,Cadmium (and its compounds),Releases to Air,2021
5008,Cadmium (and its compounds),Releases to Water Bodies,2021
5008,Carbon monoxide,Releases to Air,2021
5008,Chlorine,Releases to Air,2014
5008,Chlorine dioxide,Releases to Air,2014
5008,Chloroform,Releases to Air,2021
5008,Chloroform,Releases to Water Bodies,2021
5008,Cobalt (and its compounds),Releases to Air,2021
5008,Cobalt (and its compounds),Releases to Water Bodies,2021
5008,Dioxins and furans - total,Releases to Water Bodies,2021
5008,Formaldehyde,Releases to Air,2014
5008,Hexachlorobenzene,Releases to Water Bodies,2021
5008,Hexavalent chromium (and its compounds),Releases to Air,2020
5008,Hexavalent chromium (and its compounds),Releases to Water Bodies,2020
5008,Hydrogen sulphide,Releases to Water Bodies,2021
5008,Lead (and its compounds),Releases to Air,2021
5008,Lead (and its compounds),Releases to Water Bodies,2021
5008,Manganese (and its compounds),Releases to Air,2021
5008,Manganese (and its compounds),Releases to Water Bodies,2021
5008,Mercury (and its compounds),Releases to Air,2014
5008,Mercury (and its compounds),Releases to Water Bodies,2014
5008,Methanol,Releases to Air,2021
5008,Methanol,Releases to Water Bodies,2013
5008,Methyl ethyl ketone,Releases to Air,2014
5008,Methyl ethyl ketone,Releases to Water Bodies,2013
5008,Methyl isobutyl ketone,Releases to Air,2014
5008,Methyl isobutyl ketone,Releases to Water Bodies,2013
5008,Nitrate ion in solution at pH >= 6.0,Releases to Water Bodies,2021
5008,Nitrogen oxides (expressed as nitrogen dioxide),Releases to Air,2021
5008,Nonylphenol and its ethoxylates,Releases to Water Bodies,2004
5008,Nonylphenol polyethylene glycol ether,Releases to Water Bodies,2002
5008,Phosphoric acid,Releases to Water Bodies,2000
5008,Phosphoric acid,Sum of release to all media (<1tonne),1998
5008,Phosphorus (total),Releases to Air,2004
5008,Phosphorus (total),Releases to Water Bodies,2004
5008,PM10 - Particulate Matter <= 10 Micrometers,Releases to Air,2021
5008,PM2.5 - Particulate Matter <= 2.5 Micrometers,Releases to Air,2021
5008,Sulphur dioxide,Releases to Air,2021
5008,Sulphuric acid,Releases to Air,2004
5008,Sulphuric acid,Releases to Water Bodies,2002
5008,Total particulate matter,Releases to Air,2021
5008,Total reduced sulphur (expressed as hydrogen sulphide),Releases to Air,2016
5008,Total reduced sulphur (expressed as hydrogen sulphide),Releases to Water Bodies,2013
5008,Volatile Organic Compounds (VOCs),Releases to Air,2021
5009,Ammonia (total),Releases to Air,2002
5009,Ammonia (total),Releases to Water Bodies,2002
5009,Carbon monoxide,Releases to Air,2008
5009,Dichloromethane,Releases to Air,2008
5009,Dichloromethane,Releases to Water Bodies,2008
5009,Manganese (and its compounds),Releases to Air,2003
5009,Manganese (and its compounds),Releases to Land,2004
5009,Manganese (and its compounds),Releases to Water Bodies,2007
5009,Methanol,Releases to Air,2008
5009,Methanol,Releases to Water Bodies,2001
5009,n-Hexane,Releases to Air,2008
5009,Nitrate ion in solution at pH >= 6.0,Releases to Water Bodies,2007
5009,Nitrogen oxides (expressed as nitrogen dioxide),Releases to Air,2008
5009,Phenol (and its salts),Releases to Air,2004
5009,Phosphorus (total),Releases to Water Bodies,2007
5009,PM10 - Particulate Matter <= 10 Micrometers,Releases to Air,2008
5009,PM2.5 - Particulate Matter <= 2.5 Micrometers,Releases to Air,2008
5009,Sulphur dioxide,Releases to Air,2008
5009,Sulphuric acid,Releases to Air,2002
5009,Sulphuric acid,Releases to Water Bodies,2002
5009,Total particulate matter,Releases to Air,2008
5009,Volatile Organic Compounds (VOCs),Releases to Air,2008
5010,Methyl ethyl ketone,Sum of release to all media (<1tonne),2008
5010,Toluene,Sum of release to all media (<1tonne),2008
5010,Xylene (all isomers),Releases to Air,2008
5010,Zinc (and its compounds),Sum of release to all media (<1tonne),2008
5012,"1,2,4-Trimethylbenzene",Releases to Air,2005
5012,Benzene,Releases to Air,2005
5012,Carbon monoxide,Releases to Air,2019
5012,Cyclohexane,Releases to Air,2005
5012,Ethylbenzene,Releases to Air,2005
5012,Hydrogen sulphide,Releases to Air,2005
5012,n-Hexane,Releases to Air,2005
5012,Nitrogen oxides (expressed as nitrogen dioxide),Releases to Air,2019
5012,PM10 - Particulate Matter <= 10 Micrometers,Releases to Air,2019
5012,PM2.5 - Particulate Matter <= 2.5 Micrometers,Releases to Air,2019
5012,Sulphur dioxide,Releases to Air,2019
5012,Toluene,Releases to Air,2005
5012,Total particulate matter,Releases to Air,2019
5012,Volatile Organic Compounds (VOCs),Releases to Air,2019
5012,Xylene (all isomers),Releases to Air,2005
5012,Xylene (mixed isomers),Releases to Air,1999
5013,1-Nitropyrene,Releases to Air,2021
5013,Acenaphthene,Releases to Air,2019
5013,Aluminum (fume or dust only),Releases to Air,2021
5013,Ammonia (total),Releases to Air,2021
5013,Ammonia (total),Releases to Water Bodies,2021
5013,Arsenic (and its compounds),Releases to Air,2021
5013,Arsenic (and its compounds),Releases to Water Bodies,2021
5013,Benzo[b]fluoranthene,Releases to Air,2019
5013,Cadmium (and its compounds),Releases to Air,2021
5013,Cadmium (and its compounds),Releases to Water Bodies,2021
5013,Carbon monoxide,Releases to Air,2021
5013,Chromium (and its compounds),Releases to Air,2021
5013,Chromium (and its compounds),Releases to Water Bodies,2021
5013,Cobalt (and its compounds),Releases to Air,2021
5013,Cobalt (and its compounds),Releases to Water Bodies,2021
5013,Copper (and its compounds),Releases to Air,2021
5013,Copper (and its compounds),Releases to Water Bodies,2021
5013,Dioxins and furans - total,Releases to Air,2021
5013,Fluoranthene,Releases to Air,2019
5013,Fluorene,Releases to Air,2019
5013,Hexachlorobenzene,Releases to Air,2021
5013,Hydrochloric acid,Releases to Air,2021
5013,Lead (and its compounds),Releases to Air,2021
5013,Lead (and its compounds),Releases to Water Bodies,2021
5013,Manganese (and its compounds),Releases to Air,2021
5013,Manganese (and its compounds),Releases to Water Bodies,2021
5013,Mercury (and its compounds),Releases to Air,2021
5013,Mercury (and its compounds),Releases to Water Bodies,2021
5013,Methanol,Releases to Air,2021
5013,Methanol,Releases to Land,2021
5013,Nickel (and its compounds),Releases to Air,2021
5013,Nickel (and its compounds),Releases to Water Bodies,2021
5013,Nitrate ion in solution at pH >= 6.0,Releases to Water Bodies,2021
5013,Nitrogen oxides (expressed as nitrogen dioxide),Releases to Air,2021
5013,"PAHs, total unspeciated",Releases to Air,2021
5013,Phenanthrene,Releases to Air,2021
5013,Phosphorus (total),Releases to Air,2021
5013,Phosphorus (total),Releases to Water Bodies,2021
5013,PM10 - Particulate Matter <= 10 Micrometers,Releases to Air,2021
5013,PM2.5 - Particulate Matter <= 2.5 Micrometers,Releases to Air,2021
5013,Pyrene,Releases to Air,2019
5013,Quinoline,Releases to Air,2021
5013,Selenium (and its compounds),Releases to Air,2021
5013,Sulphur dioxide,Releases to Air,2021
5013,Sulphuric acid,Releases to Air,2021
5013,Thallium (and its compounds),Releases to Air,2021
5013,Total particulate matter,Releases to Air,2021
5013,Vanadium (and its compounds),Releases to Air,2021
5013,Vanadium (and its compounds),Releases to Water Bodies,2018
5013,Vanadium (except when in an alloy) and its compounds,Releases to Air,2017
5013,Volatile Organic Compounds (VOCs),Releases to Air,2021
5013,Zinc (and its compounds),Releases to Air,2021
5013,Zinc (and its compounds),Releases to Water Bodies,2021
5014,Arsenic (and its compounds),Releases to Air,2010
5014,Benzene,Releases to Air,2006
5014,Cadmium (and its compounds),Releases to Air,2010
5014,Carbon monoxide,Releases to Air,2021
5014,Formaldehyde,Releases to Air,2012
5014,Hydrochloric acid,Releases to Air,2012
5014,Lead (and its compounds),Releases to Air,2010
5014,Manganese (and its compounds),Releases to Air,2009
5014,Mercury (and its compounds),Releases to Air,2006
5014,Nitrogen oxides (expressed as nitrogen dioxide),Releases to Air,2021
5014,Nonylphenol polyethylene glycol ether,Sum of release to all media (<1tonne),2000
5014,PM10 - Particulate Matter <= 10 Micrometers,Releases to Air,2021
5014,PM2.5 - Particulate Matter <= 2.5 Micrometers,Releases to Air,2021
5014,Styrene,Releases to Air,2006
5014,Sulphur dioxide,Releases to Air,2021
5014,Toluene,Releases to Air,2006
5014,Total particulate matter,Releases to Air,2021
5014,Volatile Organic Compounds (VOCs),Releases to Air,2012
5014,Zinc (and its compounds),Releases to Air,2006
5015,Aluminum (fume or dust only),Releases to Air,2018
5015,Arsenic (and its compounds),Releases to Air,2018
5015,Cadmium (and its compounds),Releases to Air,2018
5015,Carbon monoxide,Releases to Air,2018
5015,Dioxins and furans - total,Releases to Air,2018
5015,Hydrochloric acid,Releases to Air,2018
5015,Lead (and its compounds),Releases to Air,2018
5015,Manganese (and its compounds),Releases to Air,2018
5015,Mercury (and its compounds),Releases to Air,2018
5015,Nitrogen oxides (expressed as nitrogen dioxide),Releases to Air,2018
5015,PM10 - Particulate Matter <= 10 Micrometers,Releases to Air,2018
5015,PM2.5 - Particulate Matter <= 2.5 Micrometers,Releases to Air,2018
5015,Sulphur dioxide,Releases to Air,2018
5015,Total particulate matter,Releases to Air,2018
5015,Zinc (and its compounds),Releases to Air,2016
5016,Dioxins and furans - total,Releases to Air,2001
5016,Hexachlorobenzene,Releases to Air,2001
5016,Mercury (and its compounds),Releases to Air,2001
5017,Nitrogen oxides (expressed as nitrogen dioxide),Releases to Air,2019
5017,PM10 - Particulate Matter <= 10 Micrometers,Releases to Air,2019
5017,PM2.5 - Particulate Matter <= 2.5 Micrometers,Releases to Air,2019
5017,Sulphur dioxide,Releases to Air,2019
5017,Total particulate matter,Releases to Air,2005
5018,"1,2,4-Trimethylbenzene",Releases to Air,2014
5018,"1,2,4-Trimethylbenzene",Sum of release to all media (<1tonne),2020
5018,2-Butoxyethanol,Releases to Air,2000
5018,Cumene,Sum of release to all media (<1tonne),2017
5018,Ethylene glycol,Releases to Air,2020
5018,Ethylene glycol,Sum of release to all media (<1tonne),2010
5018,Isopropyl alcohol,Releases to Air,2001
5018,Isopropyl alcohol,Sum of release to all media (<1tonne),2004
5018,Methanol,Releases to Air,2018
5018,Methanol,Sum of release to all media (<1tonne),2020
5018,Volatile Organic Compounds (VOCs),Releases to Air,2016
5018,Xylene (all isomers),Releases to Air,2017
5018,Xylene (all isomers),Sum of release to all media (<1tonne),2016
5019,"1,2,4-Trimethylbenzene",Releases to Air,2005
5019,Benzene,Releases to Air,2005
5019,Carbon monoxide,Releases to Air,2019
5019,Cyclohexane,Releases to Air,2006
5019,Ethylbenzene,Releases to Air,2005
5019,n-Hexane,Releases to Air,2006
5019,Nitrogen oxides (expressed as nitrogen dioxide),Releases to Air,2019
5019,PM10 - Particulate Matter <= 10 Micrometers,Releases to Air,2019
5019,PM2.5 - Particulate Matter <= 2.5 Micrometers,Releases to Air,2019
5019,Sulphur dioxide,Releases to Air,2019
5019,Toluene,Releases to Air,2006
5019,Total particulate matter,Releases to Air,2019
5019,Volatile Organic Compounds (VOCs),Releases to Air,2019
5019,Xylene (all isomers),Releases to Air,2005
5020,Ammonia (total),Sum of release to all media (<1tonne),2014
5020,Carbon monoxide,Releases to Air,2021
5020,Hydrogen sulphide,Releases to Air,2017
5020,Hydrogen sulphide,Sum of release to all media (<1tonne),2020
5020,Nitrate ion in solution at pH >= 6.0,Releases to Air,2011
5020,Nitrate ion in solution at pH >= 6.0,Releases to Land,2014
5020,Nitrogen oxides (expressed as nitrogen dioxide),Releases to Air,2021
5020,Phosphorus (total),Releases to Land,2014
5020,PM10 - Particulate Matter <= 10 Micrometers,Releases to Air,2021
5020,PM2.5 - Particulate Matter <= 2.5 Micrometers,Releases to Air,2021
5020,Sulphuric acid,Releases to Air,2010
5020,Total particulate matter,Releases to Air,2003
5021,Chromium (and its compounds),Releases to Air,2001
5022,Arsenic (and its compounds),Releases to Air,2005
5022,Dioxins and furans - total,Releases to Air,2005
5022,Mercury (and its compounds),Releases to Air,2005
5022,Nitrogen oxides (expressed as nitrogen dioxide),Releases to Air,2005
5022,Sulphur dioxide,Releases to Air,2005
5023,Carbon monoxide,Releases to Air,2005
5023,Dioxins and furans - total,Releases to Air,2005
5023,Hexachlorobenzene,Releases to Air,2005
5023,Volatile Organic Compounds (VOCs),Releases to Air,2004
5024,Carbon monoxide,Releases to Air,2008
5024,Dioxins and furans - total,Releases to Air,2009
5024,Hexachlorobenzene,Releases to Air,2009
5024,PM10 - Particulate Matter <= 10 Micrometers,Releases to Air,2009
5024,PM2.5 - Particulate Matter <= 2.5 Micrometers,Releases to Air,2009
5024,Total particulate matter,Releases to Air,2008
5024,Volatile Organic Compounds (VOCs),Releases to Air,2008
5025,Carbon monoxide,Releases to Air,2013
5025,Dioxins and furans - total,Releases to Air,2013
5025,Hexachlorobenzene,Releases to Air,2013
5025,PM10 - Particulate Matter <= 10 Micrometers,Releases to Air,2013
5025,PM2.5 - Particulate Matter <= 2.5 Micrometers,Releases to Air,2013
5025,Total particulate matter,Releases to Air,2013
5025,Volatile Organic Compounds (VOCs),Releases to Air,2013
5026,Carbon monoxide,Releases to Air,2009
5026,Dioxins and furans - total,Releases to Air,2009
5026,Hexachlorobenzene,Releases to Air,2009
5026,PM10 - Particulate Matter <= 10 Micrometers,Releases to Air,2009
5026,PM2.5 - Particulate Matter <= 2.5 Micrometers,Releases to Air,2009
5026,Total particulate matter,Releases to Air,2009
5026,Volatile Organic Compounds (VOCs),Releases to Air,2009
5027,Dioxins and furans - total,Releases to Air,2011
5027,Hexachlorobenzene,Releases to Air,2011
5027,PM10 - Particulate Matter <= 10 Micrometers,Releases to Air,2011
5027,PM2.5 - Particulate Matter <= 2.5 Micrometers,Releases to Air,2011
5028,Carbon monoxide,Releases to Air,2012
5028,Dioxins and furans - total,Releases to Air,2012
5028,Hexachlorobenzene,Releases to Air,2012
5028,Mercury (and its compounds),Releases to Air,2011
5028,PM10 - Particulate Matter <= 10 Micrometers,Releases to Air,2012
5028,PM2.5 - Particulate Matter <= 2.5 Micrometers,Releases to Air,2012
5028,Total particulate matter,Releases to Air,2012
5028,Volatile Organic Compounds (VOCs),Releases to Air,2012
5029,Carbon monoxide,Releases to Air,2005
5029,Dioxins and furans - total,Releases to Air,2005
5029,Hexachlorobenzene,Releases to Air,2005
5029,Mercury (and its compounds),Releases to Air,2005
5029,Total particulate matter,Releases to Air,2005
5029,Volatile Organic Compounds (VOCs),Releases to Air,2005
5030,Carbon monoxide,Releases to Air,2008
5030,Dioxins and furans - total,Releases to Air,2009
5030,Hexachlorobenzene,Releases to Air,2009
5030,PM10 - Particulate Matter <= 10 Micrometers,Releases to Air,2009
5030,PM2.5 - Particulate Matter <= 2.5 Micrometers,Releases to Air,2009
5030,Total particulate matter,Releases to Air,2008
5030,Volatile Organic Compounds (VOCs),Releases to Air,2008
5031,Carbon monoxide,Releases to Air,2009
5031,Dioxins and furans - total,Releases to Air,2009
5031,Hexachlorobenzene,Releases to Air,2009
5031,Mercury (and its compounds),Releases to Air,2009
5031,PM10 - Particulate Matter <= 10 Micrometers,Releases to Air,2009
5031,PM2.5 - Particulate Matter <= 2.5 Micrometers,Releases to Air,2009
5031,Total particulate matter,Releases to Air,2009
5031,Volatile Organic Compounds (VOCs),Releases to Air,2009
5032,Carbon monoxide,Releases to Air,2005
5032,Dioxins and furans - total,Releases to Air,2005
5032,Hexachlorobenzene,Releases to Air,2005
5032,Total particulate matter,Releases to Air,2005
5032,Volatile Organic Compounds (VOCs),Releases to Air,2005
5033,Dioxins and furans - total,Releases to Air,2015
5033,Hexachlorobenzene,Releases to Air,2015
5033,PM10 - Particulate Matter <= 10 Micrometers,Releases to Air,2015
5033,PM2.5 - Particulate Matter <= 2.5 Micrometers,Releases to Air,2015
5034,Carbon monoxide,Releases to Air,2004
5034,Dioxins and furans - total,Releases to Air,2004
5034,Hexachlorobenzene,Releases to Air,2004
5034,Mercury (and its compounds),Releases to Air,2004
5034,Nitrogen oxides (expressed as nitrogen dioxide),Releases to Air,2004
5034,Total particulate matter,Releases to Air,2004
5034,Volatile Organic Compounds (VOCs),Releases to Air,2004
5035,Dioxins and furans - total,Releases to Air,2013
5035,Hexachlorobenzene,Releases to Air,2013
5035,PM10 - Particulate Matter <= 10 Micrometers,Releases to Air,2013
5035,PM2.5 - Particulate Matter <= 2.5 Micrometers,Releases to Air,2013
5036,Carbon monoxide,Releases to Air,2002
5036,Dioxins and furans - total,Releases to Air,2002
5036,Hexachlorobenzene,Releases to Air,2002
5036,Mercury (and its compounds),Releases to Air,2002
