NPRI_Site_ID,Substance_Name,release_type,Reporting_Year
18566,PM2.5 - Particulate Matter <= 2.5 Micrometers,Releases to Air,2018
18566,Sulphur dioxide,Releases to Air,2018
18566,Total particulate matter,Releases to Air,2018
18566,Volatile Organic Compounds (VOCs),Releases to Air,2018
18567,"1,2,4-Trimethylbenzene",Releases to Air,2018
18567,"1,2,4-Trimethylbenzene",Sum of release to all media (<1tonne),2014
18567,Benzene,Releases to Air,2018
18567,Benzene,Sum of release to all media (<1tonne),2012
18567,Carbon monoxide,Releases to Air,2018
18567,Cyclohexane,Releases to Air,2018
18567,Cyclohexane,Sum of release to all media (<1tonne),2014
18567,Ethylbenzene,Sum of release to all media (<1tonne),2014
18567,n-Hexane,Releases to Air,2020
18567,n-Hexane,Sum of release to all media (<1tonne),2021
18567,Nitrogen oxides (expressed as nitrogen dioxide),Releases to Air,2018
18567,PM10 - Particulate Matter <= 10 Micrometers,Releases to Air,2021
18567,PM2.5 - Particulate Matter <= 2.5 Micrometers,Releases to Air,2018
18567,Sulphur dioxide,Releases to Air,2018
18567,Toluene,Sum of release to all media (<1tonne),2013
18567,Total particulate matter,Releases to Air,2018
18567,Volatile Organic Compounds (VOCs),Releases to Air,2018
18567,Xylene (all isomers),Releases to Air,2018
18567,Xylene (all isomers),Sum of release to all media (<1tonne),2012
18570,Nitrogen oxides (expressed as nitrogen dioxide),Releases to Air,2005
18571,Nitrogen oxides (expressed as nitrogen dioxide),Releases to Air,2004
18571,PM10 - Particulate Matter <= 10 Micrometers,Releases to Air,2008
18571,PM2.5 - Particulate Matter <= 2.5 Micrometers,Releases to Air,2008
18572,Carbon monoxide,Releases to Air,2010
18572,Nitrogen oxides (expressed as nitrogen dioxide),Releases to Air,2010
18573,Carbon monoxide,Releases to Air,2010
18573,Nitrogen oxides (expressed as nitrogen dioxide),Releases to Air,2010
18573,PM10 - Particulate Matter <= 10 Micrometers,Releases to Air,2011
18573,PM2.5 - Particulate Matter <= 2.5 Micrometers,Releases to Air,2011
18575,Carbon monoxide,Releases to Air,2021
18575,Nitrogen oxides (expressed as nitrogen dioxide),Releases to Air,2021
18575,PM10 - Particulate Matter <= 10 Micrometers,Releases to Air,2021
18575,PM2.5 - Particulate Matter <= 2.5 Micrometers,Releases to Air,2021
18575,Sulphur dioxide,Releases to Air,2021
18575,Total particulate matter,Releases to Air,2021
18575,Volatile Organic Compounds (VOCs),Releases to Air,2021
18576,Carbon monoxide,Releases to Air,2014
18576,Nitrogen oxides (expressed as nitrogen dioxide),Releases to Air,2014
18577,Carbon monoxide,Releases to Air,2014
18577,Nitrogen oxides (expressed as nitrogen dioxide),Releases to Air,2014
18578,Carbon monoxide,Releases to Air,2017
18578,Nitrogen oxides (expressed as nitrogen dioxide),Releases to Air,2017
18579,Carbon monoxide,Releases to Air,2019
18579,Nitrogen oxides (expressed as nitrogen dioxide),Releases to Air,2019
18579,PM10 - Particulate Matter <= 10 Micrometers,Releases to Air,2019
18579,PM2.5 - Particulate Matter <= 2.5 Micrometers,Releases to Air,2019
18579,Sulphur dioxide,Releases to Air,2019
18579,Total particulate matter,Releases to Air,2019
18579,Volatile Organic Compounds (VOCs),Releases to Air,2019
18580,Carbon monoxide,Releases to Air,2021
18580,Nitrogen oxides (expressed as nitrogen dioxide),Releases to Air,2021
18580,PM10 - Particulate Matter <= 10 Micrometers,Releases to Air,2021
18580,PM2.5 - Particulate Matter <= 2.5 Micrometers,Releases to Air,2021
18580,Sulphur dioxide,Releases to Air,2021
18580,Total particulate matter,Releases to Air,2021
18580,Volatile Organic Compounds (VOCs),Releases to Air,2021
18581,Carbon monoxide,Releases to Air,2020
18581,Nitrogen oxides (expressed as nitrogen dioxide),Releases to Air,2020
18581,PM10 - Particulate Matter <= 10 Micrometers,Releases to Air,2020
18581,PM2.5 - Particulate Matter <= 2.5 Micrometers,Releases to Air,2020
18581,Sulphur dioxide,Releases to Air,2020
18581,Total particulate matter,Releases to Air,2020
18581,Volatile Organic Compounds (VOCs),Releases to Air,2020
18582,Carbon monoxide,Releases to Air,2021
18582,Nitrogen oxides (expressed as nitrogen dioxide),Releases to Air,2021
18582,PM10 - Particulate Matter <= 10 Micrometers,Releases to Air,2021
18582,PM2.5 - Particulate Matter <= 2.5 Micrometers,Releases to Air,2021
18582,Sulphur dioxide,Releases to Air,2021
18582,Total particulate matter,Releases to Air,2021
18582,Volatile Organic Compounds (VOCs),Releases to Air,2021
18583,Carbon monoxide,Releases to Air,2015
18583,Nitrogen oxides (expressed as nitrogen dioxide),Releases to Air,2015
18584,Carbon monoxide,Releases to Air,2021
18584,Nitrogen oxides (expressed as nitrogen dioxide),Releases to Air,2021
18584,PM10 - Particulate Matter <= 10 Micrometers,Releases to Air,2021
18584,PM2.5 - Particulate Matter <= 2.5 Micrometers,Releases to Air,2021
18584,Sulphur dioxide,Releases to Air,2021
18584,Total particulate matter,Releases to Air,2021
18584,Volatile Organic Compounds (VOCs),Releases to Air,2021
18585,Carbon monoxide,Releases to Air,2021
18585,Nitrogen oxides (expressed as nitrogen dioxide),Releases to Air,2021
18585,PM10 - Particulate Matter <= 10 Micrometers,Releases to Air,2021
18585,PM2.5 - Particulate Matter <= 2.5 Micrometers,Releases to Air,2021
18585,Sulphur dioxide,Releases to Air,2021
18585,Total particulate matter,Releases to Air,2021
18585,Volatile Organic Compounds (VOCs),Releases to Air,2021
18586,Carbon monoxide,Releases to Air,2021
18586,Nitrogen oxides (expressed as nitrogen dioxide),Releases to Air,2021
18586,PM10 - Particulate Matter <= 10 Micrometers,Releases to Air,2021
18586,PM2.5 - Particulate Matter <= 2.5 Micrometers,Releases to Air,2021
18586,Sulphur dioxide,Releases to Air,2021
18586,Total particulate matter,Releases to Air,2021
18586,Volatile Organic Compounds (VOCs),Releases to Air,2021
18587,Carbon monoxide,Releases to Air,2019
18587,Nitrogen oxides (expressed as nitrogen dioxide),Releases to Air,2019
18587,PM10 - Particulate Matter <= 10 Micrometers,Releases to Air,2019
18587,PM2.5 - Particulate Matter <= 2.5 Micrometers,Releases to Air,2019
18587,Sulphur dioxide,Releases to Air,2019
18587,Total particulate matter,Releases to Air,2019
18587,Volatile Organic Compounds (VOCs),Releases to Air,2019
18588,Carbon monoxide,Releases to Air,2016
18588,Nitrogen oxides (expressed as nitrogen dioxide),Releases to Air,2016
18588,PM10 - Particulate Matter <= 10 Micrometers,Releases to Air,2004
18588,PM2.5 - Particulate Matter <= 2.5 Micrometers,Releases to Air,2016
18589,Carbon monoxide,Releases to Air,2017
18589,Nitrogen oxides (expressed as nitrogen dioxide),Releases to Air,2017
18590,Carbon monoxide,Releases to Air,2010
18590,Nitrogen oxides (expressed as nitrogen dioxide),Releases to Air,2011
18591,PM10 - Particulate Matter <= 10 Micrometers,Releases to Air,2007
18591,PM2.5 - Particulate Matter <= 2.5 Micrometers,Releases to Air,2007
18592,Carbon monoxide,Releases to Air,2011
18592,Nitrogen oxides (expressed as nitrogen dioxide),Releases to Air,2011
18592,PM10 - Particulate Matter <= 10 Micrometers,Releases to Air,2011
18592,PM2.5 - Particulate Matter <= 2.5 Micrometers,Releases to Air,2011
18593,Carbon monoxide,Releases to Air,2006
18593,Nitrogen oxides (expressed as nitrogen dioxide),Releases to Air,2006
18594,Carbon monoxide,Releases to Air,2006
18595,Carbon monoxide,Releases to Air,2007
18595,Nitrogen oxides (expressed as nitrogen dioxide),Releases to Air,2007
18596,Carbon monoxide,Releases to Air,2021
18596,Nitrogen oxides (expressed as nitrogen dioxide),Releases to Air,2021
18596,PM10 - Particulate Matter <= 10 Micrometers,Releases to Air,2019
18596,PM2.5 - Particulate Matter <= 2.5 Micrometers,Releases to Air,2019
18596,Sulphur dioxide,Releases to Air,2019
18596,Total particulate matter,Releases to Air,2019
18596,Volatile Organic Compounds (VOCs),Releases to Air,2021
18597,Carbon monoxide,Releases to Air,2007
18597,Nitrogen oxides (expressed as nitrogen dioxide),Releases to Air,2007
18598,PM10 - Particulate Matter <= 10 Micrometers,Releases to Air,2004
18598,PM2.5 - Particulate Matter <= 2.5 Micrometers,Releases to Air,2005
18599,Nitrogen oxides (expressed as nitrogen dioxide),Releases to Air,2006
18600,Carbon monoxide,Releases to Air,2006
18600,Nitrogen oxides (expressed as nitrogen dioxide),Releases to Air,2006
18601,Carbon monoxide,Releases to Air,2006
18601,Nitrogen oxides (expressed as nitrogen dioxide),Releases to Air,2006
18602,Carbon monoxide,Releases to Air,2006
18602,Nitrogen oxides (expressed as nitrogen dioxide),Releases to Air,2006
18603,Carbon monoxide,Releases to Air,2006
18604,PM2.5 - Particulate Matter <= 2.5 Micrometers,Releases to Air,2006
18605,Carbon monoxide,Releases to Air,2006
18605,Nitrogen oxides (expressed as nitrogen dioxide),Releases to Air,2016
18605,PM2.5 - Particulate Matter <= 2.5 Micrometers,Releases to Air,2007
18606,Carbon monoxide,Releases to Air,2006
18606,Nitrogen oxides (expressed as nitrogen dioxide),Releases to Air,2006
18607,Carbon monoxide,Releases to Air,2014
18607,Nitrogen oxides (expressed as nitrogen dioxide),Releases to Air,2009
18608,Carbon monoxide,Releases to Air,2018
18608,Nitrogen oxides (expressed as nitrogen dioxide),Releases to Air,2018
18608,PM10 - Particulate Matter <= 10 Micrometers,Releases to Air,2018
18608,PM2.5 - Particulate Matter <= 2.5 Micrometers,Releases to Air,2018
18608,Sulphur dioxide,Releases to Air,2018
18608,Total particulate matter,Releases to Air,2018
18608,Volatile Organic Compounds (VOCs),Releases to Air,2018
18609,Carbon monoxide,Releases to Air,2019
18609,Nitrogen oxides (expressed as nitrogen dioxide),Releases to Air,2019
18609,PM10 - Particulate Matter <= 10 Micrometers,Releases to Air,2019
18609,PM2.5 - Particulate Matter <= 2.5 Micrometers,Releases to Air,2019
18609,Sulphur dioxide,Releases to Air,2019
18609,Total particulate matter,Releases to Air,2019
18609,Volatile Organic Compounds (VOCs),Releases to Air,2019
18610,PM10 - Particulate Matter <= 10 Micrometers,Releases to Air,2004
18610,PM2.5 - Particulate Matter <= 2.5 Micrometers,Releases to Air,2004
18611,Carbon monoxide,Releases to Air,2015
18611,Nitrogen oxides (expressed as nitrogen dioxide),Releases to Air,2015
18612,Carbon monoxide,Releases to Air,2006
18612,Nitrogen oxides (expressed as nitrogen dioxide),Releases to Air,2006
18613,Carbon monoxide,Releases to Air,2006
18613,Nitrogen oxides (expressed as nitrogen dioxide),Releases to Air,2016
18614,Carbon monoxide,Releases to Air,2012
18614,Nitrogen oxides (expressed as nitrogen dioxide),Releases to Air,2012
18615,Carbon monoxide,Releases to Air,2014
18616,Carbon monoxide,Releases to Air,2015
18616,Nitrogen oxides (expressed as nitrogen dioxide),Releases to Air,2015
18617,Carbon monoxide,Releases to Air,2006
18618,Carbon monoxide,Releases to Air,2007
18618,Nitrogen oxides (expressed as nitrogen dioxide),Releases to Air,2007
18619,Carbon monoxide,Releases to Air,2021
18619,Nitrogen oxides (expressed as nitrogen dioxide),Releases to Air,2021
18619,PM10 - Particulate Matter <= 10 Micrometers,Releases to Air,2021
18619,PM2.5 - Particulate Matter <= 2.5 Micrometers,Releases to Air,2021
18619,Sulphur dioxide,Releases to Air,2021
18619,Total particulate matter,Releases to Air,2021
18619,Volatile Organic Compounds (VOCs),Releases to Air,2021
18620,Carbon monoxide,Releases to Air,2021
18620,Nitrogen oxides (expressed as nitrogen dioxide),Releases to Air,2021
18620,PM10 - Particulate Matter <= 10 Micrometers,Releases to Air,2021
18620,PM2.5 - Particulate Matter <= 2.5 Micrometers,Releases to Air,2021
18620,Sulphur dioxide,Releases to Air,2021
18620,Total particulate matter,Releases to Air,2021
18620,Volatile Organic Compounds (VOCs),Releases to Air,2021
18621,Carbon monoxide,Releases to Air,2007
18621,Nitrogen oxides (expressed as nitrogen dioxide),Releases to Air,2009
18622,Carbon monoxide,Releases to Air,2020
18622,Nitrogen oxides (expressed as nitrogen dioxide),Releases to Air,2020
18622,PM10 - Particulate Matter <= 10 Micrometers,Releases to Air,2020
18622,PM2.5 - Particulate Matter <= 2.5 Micrometers,Releases to Air,2020
18622,Sulphur dioxide,Releases to Air,2020
18622,Total particulate matter,Releases to Air,2020
18622,Volatile Organic Compounds (VOCs),Releases to Air,2020
18623,Carbon monoxide,Releases to Air,2012
18623,Nitrogen oxides (expressed as nitrogen dioxide),Releases to Air,2012
18624,Carbon monoxide,Releases to Air,2007
18624,Nitrogen oxides (expressed as nitrogen dioxide),Releases to Air,2007
18625,Carbon monoxide,Releases to Air,2011
18625,Nitrogen oxides (expressed as nitrogen dioxide),Releases to Air,2017
18626,PM2.5 - Particulate Matter <= 2.5 Micrometers,Releases to Air,2004
18627,PM10 - Particulate Matter <= 10 Micrometers,Releases to Air,2004
18627,PM2.5 - Particulate Matter <= 2.5 Micrometers,Releases to Air,2004
18628,Carbon monoxide,Releases to Air,2021
18628,Nitrogen oxides (expressed as nitrogen dioxide),Releases to Air,2021
18628,PM10 - Particulate Matter <= 10 Micrometers,Releases to Air,2021
18628,PM2.5 - Particulate Matter <= 2.5 Micrometers,Releases to Air,2021
18628,Sulphur dioxide,Releases to Air,2021
18628,Total particulate matter,Releases to Air,2021
18628,Volatile Organic Compounds (VOCs),Releases to Air,2021
18629,Carbon monoxide,Releases to Air,2020
18629,Nitrogen oxides (expressed as nitrogen dioxide),Releases to Air,2020
18629,PM10 - Particulate Matter <= 10 Micrometers,Releases to Air,2020
18629,PM2.5 - Particulate Matter <= 2.5 Micrometers,Releases to Air,2020
18629,Sulphur dioxide,Releases to Air,2020
18629,Total particulate matter,Releases to Air,2020
18629,Volatile Organic Compounds (VOCs),Releases to Air,2020
18630,Carbon monoxide,Releases to Air,2015
18630,Nitrogen oxides (expressed as nitrogen dioxide),Releases to Air,2017
18631,Carbon monoxide,Releases to Air,2021
18631,Nitrogen oxides (expressed as nitrogen dioxide),Releases to Air,2021
18631,PM10 - Particulate Matter <= 10 Micrometers,Releases to Air,2021
18631,PM2.5 - Particulate Matter <= 2.5 Micrometers,Releases to Air,2021
18631,Sulphur dioxide,Releases to Air,2021
18631,Total particulate matter,Releases to Air,2021
18631,Volatile Organic Compounds (VOCs),Releases to Air,2021
18632,Carbon monoxide,Releases to Air,2014
18632,Nitrogen oxides (expressed as nitrogen dioxide),Releases to Air,2014
18633,Carbon monoxide,Releases to Air,2007
18633,Nitrogen oxides (expressed as nitrogen dioxide),Releases to Air,2007
18633,PM2.5 - Particulate Matter <= 2.5 Micrometers,Releases to Air,2007
18634,Carbon monoxide,Releases to Air,2008
18635,Carbon monoxide,Releases to Air,2008
18635,Nitrogen oxides (expressed as nitrogen dioxide),Releases to Air,2008
18636,Carbon monoxide,Releases to Air,2020
18636,Nitrogen oxides (expressed as nitrogen dioxide),Releases to Air,2020
18636,PM10 - Particulate Matter <= 10 Micrometers,Releases to Air,2020
18636,PM2.5 - Particulate Matter <= 2.5 Micrometers,Releases to Air,2020
18636,Sulphur dioxide,Releases to Air,2020
18636,Total particulate matter,Releases to Air,2020
18636,Volatile Organic Compounds (VOCs),Releases to Air,2020
18637,Nitrogen oxides (expressed as nitrogen dioxide),Releases to Air,2005
18638,Carbon monoxide,Releases to Air,2021
18638,Nitrogen oxides (expressed as nitrogen dioxide),Releases to Air,2021
18638,PM10 - Particulate Matter <= 10 Micrometers,Releases to Air,2021
18638,PM2.5 - Particulate Matter <= 2.5 Micrometers,Releases to Air,2021
18638,Sulphur dioxide,Releases to Air,2021
18638,Total particulate matter,Releases to Air,2021
18638,Volatile Organic Compounds (VOCs),Releases to Air,2021
18639,Carbon monoxide,Releases to Air,2019
18639,Nitrogen oxides (expressed as nitrogen dioxide),Releases to Air,2019
18639,PM10 - Particulate Matter <= 10 Micrometers,Releases to Air,2019
18639,PM2.5 - Particulate Matter <= 2.5 Micrometers,Releases to Air,2019
18639,Sulphur dioxide,Releases to Air,2019
18639,Total particulate matter,Releases to Air,2019
18639,Volatile Organic Compounds (VOCs),Releases to Air,2019
18640,Carbon monoxide,Releases to Air,2021
18640,Nitrogen oxides (expressed as nitrogen dioxide),Releases to Air,2021
18640,PM10 - Particulate Matter <= 10 Micrometers,Releases to Air,2021
18640,PM2.5 - Particulate Matter <= 2.5 Micrometers,Releases to Air,2021
18640,Sulphur dioxide,Releases to Air,2021
18640,Total particulate matter,Releases to Air,2021
18640,Volatile Organic Compounds (VOCs),Releases to Air,2021
18641,Carbon monoxide,Releases to Air,2007
18641,Nitrogen oxides (expressed as nitrogen dioxide),Releases to Air,2007
18642,Carbon monoxide,Releases to Air,2012
18642,Nitrogen oxides (expressed as nitrogen dioxide),Releases to Air,2012
18643,Carbon monoxide,Releases to Air,2009
18643,Nitrogen oxides (expressed as nitrogen dioxide),Releases to Air,2008
18644,Carbon monoxide,Releases to Air,2019
18644,Nitrogen oxides (expressed as nitrogen dioxide),Releases to Air,2019
18644,PM10 - Particulate Matter <= 10 Micrometers,Releases to Air,2019
18644,PM2.5 - Particulate Matter <= 2.5 Micrometers,Releases to Air,2019
18644,Sulphur dioxide,Releases to Air,2019
18644,Total particulate matter,Releases to Air,2019
18644,Volatile Organic Compounds (VOCs),Releases to Air,2019
18645,Carbon monoxide,Releases to Air,2021
18645,Nitrogen oxides (expressed as nitrogen dioxide),Releases to Air,2021
18645,PM10 - Particulate Matter <= 10 Micrometers,Releases to Air,2021
18645,PM2.5 - Particulate Matter <= 2.5 Micrometers,Releases to Air,2021
18645,Sulphur dioxide,Releases to Air,2021
18645,Total particulate matter,Releases to Air,2021
18645,Volatile Organic Compounds (VOCs),Releases to Air,2021
18646,Carbon monoxide,Releases to Air,2019
18646,Nitrogen oxides (expressed as nitrogen dioxide),Releases to Air,2019
18646,PM10 - Particulate Matter <= 10 Micrometers,Releases to Air,2019
18646,PM2.5 - Particulate Matter <= 2.5 Micrometers,Releases to Air,2019
18646,Sulphur dioxide,Releases to Air,2019
18646,Total particulate matter,Releases to Air,2019
18646,Volatile Organic Compounds (VOCs),Releases to Air,2019
18647,Carbon monoxide,Releases to Air,2009
18647,Nitrogen oxides (expressed as nitrogen dioxide),Releases to Air,2009
18648,Carbon monoxide,Releases to Air,2009
18648,Nitrogen oxides (expressed as nitrogen dioxide),Releases to Air,2006
18649,PM2.5 - Particulate Matter <= 2.5 Micrometers,Releases to Air,2004
18650,PM10 - Particulate Matter <= 10 Micrometers,Releases to Air,2004
18650,PM2.5 - Particulate Matter <= 2.5 Micrometers,Releases to Air,2004
18651,PM10 - Particulate Matter <= 10 Micrometers,Releases to Air,2004
18651,PM2.5 - Particulate Matter <= 2.5 Micrometers,Releases to Air,2004
18652,PM2.5 - Particulate Matter <= 2.5 Micrometers,Releases to Air,2004
18653,PM2.5 - Particulate Matter <= 2.5 Micrometers,Releases to Air,2004
18654,PM2.5 - Particulate Matter <= 2.5 Micrometers,Releases to Air,2004
18655,Carbon monoxide,Releases to Air,2021
18655,Nitrogen oxides (expressed as nitrogen dioxide),Releases to Air,2021
18655,PM10 - Particulate Matter <= 10 Micrometers,Releases to Air,2021
18655,PM2.5 - Particulate Matter <= 2.5 Micrometers,Releases to Air,2021
18655,Sulphur dioxide,Releases to Air,2021
18655,Total particulate matter,Releases to Air,2021
18655,Volatile Organic Compounds (VOCs),Releases to Air,2021
18656,PM2.5 - Particulate Matter <= 2.5 Micrometers,Releases to Air,2004
18657,Carbon monoxide,Releases to Air,2007
18657,Nitrogen oxides (expressed as nitrogen dioxide),Releases to Air,2006
18658,Carbon monoxide,Releases to Air,2006
18659,Carbon monoxide,Releases to Air,2006
18659,Nitrogen oxides (expressed as nitrogen dioxide),Releases to Air,2006
18660,Carbon monoxide,Releases to Air,2006
18660,Nitrogen oxides (expressed as nitrogen dioxide),Releases to Air,2006
18661,Nitrogen oxides (expressed as nitrogen dioxide),Releases to Air,2006
18662,Carbon monoxide,Releases to Air,2006
18662,Nitrogen oxides (expressed as nitrogen dioxide),Releases to Air,2016
18663,PM10 - Particulate Matter <= 10 Micrometers,Releases to Air,2005
18663,PM2.5 - Particulate Matter <= 2.5 Micrometers,Releases to Air,2005
18664,Carbon monoxide,Releases to Air,2006
18664,Nitrogen oxides (expressed as nitrogen dioxide),Releases to Air,2006
18665,Carbon monoxide,Releases to Air,2016
18665,Nitrogen oxides (expressed as nitrogen dioxide),Releases to Air,2016
18665,PM10 - Particulate Matter <= 10 Micrometers,Releases to Air,2016
18665,PM2.5 - Particulate Matter <= 2.5 Micrometers,Releases to Air,2016
18666,Carbon monoxide,Releases to Air,2006
18666,Nitrogen oxides (expressed as nitrogen dioxide),Releases to Air,2006
18667,Carbon monoxide,Releases to Air,2012
18667,Nitrogen oxides (expressed as nitrogen dioxide),Releases to Air,2012
18668,Carbon monoxide,Releases to Air,2006
18668,Nitrogen oxides (expressed as nitrogen dioxide),Releases to Air,2006
18669,Carbon monoxide,Releases to Air,2007
18670,Carbon monoxide,Releases to Air,2021
18670,Nitrogen oxides (expressed as nitrogen dioxide),Releases to Air,2021
18670,PM10 - Particulate Matter <= 10 Micrometers,Releases to Air,2021
18670,PM2.5 - Particulate Matter <= 2.5 Micrometers,Releases to Air,2021
18670,Sulphur dioxide,Releases to Air,2021
18670,Total particulate matter,Releases to Air,2021
18670,Volatile Organic Compounds (VOCs),Releases to Air,2021
18671,Carbon monoxide,Releases to Air,2005
18671,Nitrogen oxides (expressed as nitrogen dioxide),Releases to Air,2005
18671,PM10 - Particulate Matter <= 10 Micrometers,Releases to Air,2004
18671,PM2.5 - Particulate Matter <= 2.5 Micrometers,Releases to Air,2004
18672,Carbon monoxide,Releases to Air,2014
18672,Nitrogen oxides (expressed as nitrogen dioxide),Releases to Air,2013
18673,Carbon monoxide,Releases to Air,2006
18674,Nitrogen oxides (expressed as nitrogen dioxide),Releases to Air,2007
18675,Carbon monoxide,Releases to Air,2006
18675,Nitrogen oxides (expressed as nitrogen dioxide),Releases to Air,2006
18676,Carbon monoxide,Releases to Air,2008
18676,Nitrogen oxides (expressed as nitrogen dioxide),Releases to Air,2008
18677,Carbon monoxide,Releases to Air,2013
18677,Nitrogen oxides (expressed as nitrogen dioxide),Releases to Air,2013
18678,Carbon monoxide,Releases to Air,2019
18678,Nitrogen oxides (expressed as nitrogen dioxide),Releases to Air,2019
18678,PM10 - Particulate Matter <= 10 Micrometers,Releases to Air,2019
18678,PM2.5 - Particulate Matter <= 2.5 Micrometers,Releases to Air,2019
18678,Sulphur dioxide,Releases to Air,2019
18678,Total particulate matter,Releases to Air,2019
18678,Volatile Organic Compounds (VOCs),Releases to Air,2019
18679,Carbon monoxide,Releases to Air,2006
18679,Nitrogen oxides (expressed as nitrogen dioxide),Releases to Air,2006
18679,Volatile Organic Compounds (VOCs),Releases to Air,2006
18680,Carbon monoxide,Releases to Air,2009
18680,Nitrogen oxides (expressed as nitrogen dioxide),Releases to Air,2007
18681,Carbon monoxide,Releases to Air,2012
18681,Nitrogen oxides (expressed as nitrogen dioxide),Releases to Air,2006
18681,PM10 - Particulate Matter <= 10 Micrometers,Releases to Air,2005
18681,PM2.5 - Particulate Matter <= 2.5 Micrometers,Releases to Air,2005
18682,Carbon monoxide,Releases to Air,2021
18682,Nitrogen oxides (expressed as nitrogen dioxide),Releases to Air,2021
18682,PM10 - Particulate Matter <= 10 Micrometers,Releases to Air,2021
18682,PM2.5 - Particulate Matter <= 2.5 Micrometers,Releases to Air,2021
18682,Sulphur dioxide,Releases to Air,2021
18682,Total particulate matter,Releases to Air,2021
18682,Volatile Organic Compounds (VOCs),Releases to Air,2021
18683,Carbon monoxide,Releases to Air,2008
18683,Nitrogen oxides (expressed as nitrogen dioxide),Releases to Air,2008
18684,Carbon monoxide,Releases to Air,2015
18684,Nitrogen oxides (expressed as nitrogen dioxide),Releases to Air,2015
18685,Carbon monoxide,Releases to Air,2006
18685,Nitrogen oxides (expressed as nitrogen dioxide),Releases to Air,2006
18686,Carbon monoxide,Releases to Air,2019
18686,Nitrogen oxides (expressed as nitrogen dioxide),Releases to Air,2019
18686,PM10 - Particulate Matter <= 10 Micrometers,Releases to Air,2019
18686,PM2.5 - Particulate Matter <= 2.5 Micrometers,Releases to Air,2019
18686,Sulphur dioxide,Releases to Air,2019
18686,Total particulate matter,Releases to Air,2019
18686,Volatile Organic Compounds (VOCs),Releases to Air,2019
18687,Carbon monoxide,Releases to Air,2015
18687,Nitrogen oxides (expressed as nitrogen dioxide),Releases to Air,2017
18688,Carbon monoxide,Releases to Air,2006
18688,Nitrogen oxides (expressed as nitrogen dioxide),Releases to Air,2006
18688,PM10 - Particulate Matter <= 10 Micrometers,Releases to Air,2006
18688,PM2.5 - Particulate Matter <= 2.5 Micrometers,Releases to Air,2006
18689,Carbon monoxide,Releases to Air,2006
18689,Nitrogen oxides (expressed as nitrogen dioxide),Releases to Air,2006
18690,Carbon monoxide,Releases to Air,2006
18691,Carbon monoxide,Releases to Air,2006
18691,Nitrogen oxides (expressed as nitrogen dioxide),Releases to Air,2006
18692,Carbon monoxide,Releases to Air,2021
18692,Nitrogen oxides (expressed as nitrogen dioxide),Releases to Air,2021
18692,PM10 - Particulate Matter <= 10 Micrometers,Releases to Air,2021
18692,PM2.5 - Particulate Matter <= 2.5 Micrometers,Releases to Air,2021
18692,Sulphur dioxide,Releases to Air,2021
18692,Total particulate matter,Releases to Air,2021
18692,Volatile Organic Compounds (VOCs),Releases to Air,2021
18693,Carbon monoxide,Releases to Air,2009
18693,Nitrogen oxides (expressed as nitrogen dioxide),Releases to Air,2010
18694,Carbon monoxide,Releases to Air,2018
18694,Nitrogen oxides (expressed as nitrogen dioxide),Releases to Air,2018
18694,PM10 - Particulate Matter <= 10 Micrometers,Releases to Air,2018
18694,PM2.5 - Particulate Matter <= 2.5 Micrometers,Releases to Air,2018
18694,Sulphur dioxide,Releases to Air,2018
18694,Total particulate matter,Releases to Air,2018
18694,Volatile Organic Compounds (VOCs),Releases to Air,2018
18695,Carbon monoxide,Releases to Air,2021
18695,Nitrogen oxides (expressed as nitrogen dioxide),Releases to Air,2021
18695,PM10 - Particulate Matter <= 10 Micrometers,Releases to Air,2021
18695,PM2.5 - Particulate Matter <= 2.5 Micrometers,Releases to Air,2021
18695,Sulphur dioxide,Releases to Air,2021
18695,Total particulate matter,Releases to Air,2021
18695,Volatile Organic Compounds (VOCs),Releases to Air,2021
18696,PM10 - Particulate Matter <= 10 Micrometers,Releases to Air,2008
18696,PM2.5 - Particulate Matter <= 2.5 Micrometers,Releases to Air,2009
18696,Sulphur dioxide,Releases to Air,2004
18697,Carbon monoxide,Releases to Air,2009
18697,Nitrogen oxides (expressed as nitrogen dioxide),Releases to Air,2006
18697,PM10 - Particulate Matter <= 10 Micrometers,Releases to Air,2009
18697,PM2.5 - Particulate Matter <= 2.5 Micrometers,Releases to Air,2009
18698,Carbon monoxide,Releases to Air,2004
18699,Carbon monoxide,Releases to Air,2015
18699,Nitrogen oxides (expressed as nitrogen dioxide),Releases to Air,2015
18699,PM10 - Particulate Matter <= 10 Micrometers,Releases to Air,2007
18699,PM2.5 - Particulate Matter <= 2.5 Micrometers,Releases to Air,2010
18700,Carbon monoxide,Releases to Air,2015
18700,Nitrogen oxides (expressed as nitrogen dioxide),Releases to Air,2015
18700,PM2.5 - Particulate Matter <= 2.5 Micrometers,Releases to Air,2006
18701,Carbon monoxide,Releases to Air,2021
18701,Nitrogen oxides (expressed as nitrogen dioxide),Releases to Air,2021
18701,PM10 - Particulate Matter <= 10 Micrometers,Releases to Air,2021
18701,PM2.5 - Particulate Matter <= 2.5 Micrometers,Releases to Air,2021
18701,Sulphur dioxide,Releases to Air,2021
18701,Total particulate matter,Releases to Air,2021
18701,Volatile Organic Compounds (VOCs),Releases to Air,2021
18702,Carbon monoxide,Releases to Air,2013
18702,Nitrogen oxides (expressed as nitrogen dioxide),Releases to Air,2013
