value,count,prop,class,col
2,1917174,82.66,Trees,darkgreen
11,241018,10.39,Rangeland,green
1,91660,3.95,Water,blue
5,57500,2.48,Crops,yellow
7,8586,0.37,Built Area,red
8,2687,0.12,Bare ground,burlywood
4,656,0.03,Flooded vegetation,lightgreen
