value,count,prop,class,col
2,577273,80.75,Trees,darkgreen
11,117928,16.5,Rangeland,green
4,12837,1.8,Flooded vegetation,lightgreen
1,6701,0.94,Water,blue
7,85,0.01,Built Area,red
9,39,0.01,Snow/Ice,black
8,1,0,Bare ground,burlywood
