value,count,prop,class,col
2,94465,34.96,Trees,darkgreen
4,80846,29.92,Flooded vegetation,lightgreen
11,68924,25.51,Rangeland,green
1,12472,4.62,Water,blue
8,10959,4.06,Bare ground,burlywood
9,2513,0.93,Snow/Ice,black
