value,count,prop,class,col
2,462126,87.59,Trees,darkgreen
1,58017,11,Water,blue
11,6456,1.22,Rangeland,green
4,549,0.1,Flooded vegetation,lightgreen
7,239,0.05,Built Area,red
8,227,0.04,Bare ground,burlywood
