value,count,prop,class,col
2,151210,85.39,Trees,darkgreen
11,23628,13.34,Rangeland,green
1,1176,0.66,Water,blue
5,569,0.32,Crops,yellow
7,354,0.2,Built Area,red
4,85,0.05,Flooded vegetation,lightgreen
8,64,0.04,Bare ground,burlywood
