value,count,prop,class,col
4,640684,89.97,Flooded vegetation,lightgreen
11,59612,8.37,Rangeland,green
2,6457,0.91,Trees,darkgreen
1,5295,0.74,Water,blue
8,40,0.01,Bare ground,burlywood
